,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,Other Variable2,Coefficent3,y intercept
Birth Per Woman & Hepatitis B & Thinness 5-9 Years,0.6594793210164764,0.6769802998323794,Birth Per Woman,-4.214802958289038,Thinness 5-9 Years,0.009850224892508586,Hepatitis B,-0.4373191254501249,83.12845147562388
Hepatitis B & Income Composition Of Resources & Thinness 5-9 Years,0.6619851589800594,0.6765130808379766,Income Composition Of Resources,0.017599152013788644,Thinness 5-9 Years,40.66474596363039,Hepatitis B,-0.24432486105057194,43.04516938051218
Gdp & Hepatitis B & Water,0.663621866776681,0.6763972891924536,Gdp,0.00015000248102653316,Water,0.01240730292191461,Hepatitis B,0.3542077773742077,38.12897122596647
Alcohol & Polio & Water,0.6229642961795152,0.6763309105010196,Polio,0.1302948756014116,Water,0.015462388156056717,Alcohol,0.3635467658321865,37.33486506629915
Income Composition Of Resources & Population & Schooling,0.6572674167026787,0.6761742875171888,Schooling,34.369263670257936,Income Composition Of Resources,1.0625835938553126e-09,Population,0.6829181758969587,38.890734071745925
Gdp & Income Composition Of Resources & Total Expenditure,0.6492872671968513,0.6760358335258387,Income Composition Of Resources,5.7466916055927154e-05,Gdp,41.599108945104824,Total Expenditure,0.2029462807663691,41.06126080648244
Bmi & Income Composition Of Resources & Percentage Expenditure,0.6676627912162014,0.6756805835956066,Income Composition Of Resources,0.06252587077348623,Bmi,39.71517226192354,Percentage Expenditure,0.00027779966694652103,41.148116451378364
Thinness 5-9 Years & Total Expenditure & Water,0.6881759215811545,0.6748379331543749,Thinness 5-9 Years,-0.48833366108795156,Water,0.16540475917207492,Total Expenditure,0.33867296144645975,42.78969480279426
Birth Per Woman & Hepatitis B & Water,0.6775383596391302,0.6745803563937839,Birth Per Woman,-2.4303130193907942,Water,0.006023527437578752,Hepatitis B,0.2349051580731214,56.592041082037895
Polio & Thinness 5-9 Years & Water,0.6884756552067035,0.6742912982259713,Thinness 5-9 Years,0.010316381401876589,Water,-0.4675631973258183,Polio,0.34803623245569826,41.968112754412665
Birth Per Woman & Schooling & Total Expenditure,0.6733056003764797,0.6738659555965656,Birth Per Woman,-3.3067205691367625,Schooling,1.0505193099554133,Total Expenditure,0.18126144721981535,65.26180540411787
Birth Per Woman & Percentage Expenditure & Schooling,0.6931132133531731,0.6737693932465164,Percentage Expenditure,-3.4186468664811582,Birth Per Woman,0.0007072317671606406,Schooling,0.8408169791301823,68.72657853957601
Alcohol & Birth Per Woman & Schooling,0.6753785585177878,0.6732960809863073,Alcohol,-0.1852840049401179,Birth Per Woman,-3.313055576645389,Schooling,1.2691547299477168,64.58098796367871
Infant Deaths & Schooling & Water,0.681615857020789,0.6731960259109517,Infant Deaths,-0.0027717127038567233,Water,0.9772192548804869,Schooling,0.28880798688710974,33.4959128191426
Measles & Schooling & Water,0.6811826199266242,0.6727726771918917,Schooling,1.2844521659797203e-05,Water,1.0464045585452681,Measles,0.2667197892243457,34.38761574522368
Adult Mortality & Fdi & Thinness 1-19 Years,0.6001533885283922,0.6727561905169359,Adult Mortality,-0.04474386011825252,Fdi,0.006586986298373454,Thinness 1-19 Years,-0.5987805123285407,79.98149613806272
Gdp & Military & Water,0.6619781038998687,0.6726163606393669,Gdp,0.0001351266137941199,Military,-0.0025787067461950364,Water,0.35528195519530276,39.155617330783265
Adult Mortality & Alcohol & Under-Five Deaths,0.6161450560786901,0.672465307041789,Adult Mortality,-0.04647447972951372,Under-Five Deaths,0.6188766919340363,Alcohol,-0.007871512385781876,74.85284748514619
Bmi & Hepatitis B & Water,0.6513012889198622,0.6720003004872483,Bmi,0.09049144252605548,Water,0.0054743362137684715,Hepatitis B,0.3359689715305459,37.72835234017185
Bmi & Polio & Water,0.654444382049377,0.6715338086291572,Polio,0.085702904190012,Water,0.013724715149299127,Bmi,0.34002553786901135,36.72831748071349
Income Composition Of Resources & Infant Deaths & Military,0.6476587233682405,0.6713877199952378,Infant Deaths,44.26089377842918,Military,-0.0020694086552011425,Income Composition Of Resources,0.3282557620184581,40.3511461591589
Income Composition Of Resources & Population & Thinness 1-19 Years,0.6584102204578075,0.6713007138646068,Income Composition Of Resources,40.28871632391795,Thinness 1-19 Years,6.1798610676222054e-09,Population,-0.3130813378524784,44.86372696809761
Birth Per Woman & Gdp & Military,0.6628232331541017,0.6712118796898789,Birth Per Woman,-4.526351010588811,Military,0.0001527657596591572,Gdp,0.23140972110034738,81.38972902497159
Birth Per Woman & Gdp & Polio,0.664051920419201,0.670820228573723,Birth Per Woman,-4.378531794026086,Gdp,0.00015060122275334376,Polio,0.01742131964471489,79.92977522625829
Fdi & Thinness 5-9 Years & Water,0.6888061904391409,0.6705518577565683,Fdi,0.013184939756877585,Water,-0.5123150804718439,Thinness 5-9 Years,0.3519853516582409,42.4946474449894
Military & Percentage Expenditure & Water,0.6627533006606698,0.6704189877451115,Percentage Expenditure,-0.06735701361716916,Military,0.0009377894138664756,Water,0.361592457528378,38.91410365841136
Fdi & Income Composition Of Resources & Under-Five Deaths,0.6463862521865489,0.6702149238088034,Fdi,0.011594955723587192,Income Composition Of Resources,44.38627538172759,Under-Five Deaths,-0.0023497767622373544,40.695072195188565
Bmi & Under-Five Deaths & Water,0.6550294646716284,0.6701152781308737,Under-Five Deaths,0.08518048330008718,Water,-0.002770246734940904,Bmi,0.3285097955059248,39.09683291479004
Diphtheria & Gdp & Water,0.6701925733297055,0.6697938556244999,Gdp,0.027668336206126985,Water,0.0001546386627919289,Diphtheria,0.3378873585431259,38.106157812804746
Thinness 1-19 Years & Total Expenditure & Water,0.6781586404411315,0.6695106618634982,Thinness 1-19 Years,-0.4609353194974443,Water,0.11528805449582852,Total Expenditure,0.35497532559798994,41.46164734381644
Adult Mortality & Alcohol & Hiv/Aids,0.6542137875910081,0.6691953632792256,Adult Mortality,-0.03496984318558935,Hiv/Aids,0.681305360718842,Alcohol,-0.4704790032732318,73.18651563191777
Alcohol & Thinness 5-9 Years & Water,0.6888376174010717,0.6689555097139216,Thinness 5-9 Years,-0.002028956014095133,Water,-0.47487176295247835,Alcohol,0.34170143515334067,43.53090743205464
Hepatitis B & Income Composition Of Resources & Schooling,0.6585620428205134,0.6688570944316415,Schooling,0.006847171208640037,Income Composition Of Resources,30.5985354688235,Hepatitis B,0.8702383946726364,38.49221972561077
Alcohol & Diphtheria & Water,0.6318192320863005,0.6687932156234155,Diphtheria,0.15286350272466562,Water,0.03322937065049486,Alcohol,0.36607886821264257,35.3487482539905
Bmi & Income Composition Of Resources & Measles,0.6651177504795911,0.6684293702938661,Income Composition Of Resources,0.0695672640975372,Bmi,40.49294615349445,Measles,1.0145427786767414e-05,40.496337718139245
Alcohol & Under-Five Deaths & Water,0.6336465434400596,0.6681242111468091,Under-Five Deaths,0.15350551738888513,Water,-0.004064542589200901,Alcohol,0.3716935466882818,38.05589459334383
Birth Per Woman & Polio & Thinness 1-19 Years,0.6581566360208457,0.6681187909175195,Birth Per Woman,-4.196255560779544,Thinness 1-19 Years,0.01878371508924924,Polio,-0.39243964022859307,82.18175447921024
Infant Deaths & Population & Water,0.6278243164990875,0.6681119382666487,Infant Deaths,-0.00809838104245434,Water,4.941304353142356e-09,Population,0.37607599674735304,38.54054344218201
Measles & Total Expenditure & Water,0.6260834949181332,0.6680989252923737,Total Expenditure,-1.0905695803310508e-05,Water,0.3339048203618626,Measles,0.38311622330674,35.71601950377363
Diphtheria & Population & Water,0.6274927365023729,0.6680032877497503,Population,0.04092073323188032,Water,-3.84740110554186e-09,Diphtheria,0.37637721406955255,34.717553966349634
Adult Mortality & Alcohol & Diphtheria,0.6342375314978039,0.667952448349252,Adult Mortality,-0.04499624693778104,Diphtheria,0.5414942218736137,Alcohol,0.0743299459897716,68.25170018724296
Schooling & Under-Five Deaths & Water,0.6851798413869192,0.6663094847574218,Schooling,1.0980771528662232,Water,-0.0014233337415360398,Under-Five Deaths,0.2610507036416186,34.38660434824028
Diphtheria & Percentage Expenditure & Water,0.6715961292128361,0.6659236838045712,Diphtheria,0.028934328509948922,Water,0.0009623839813349081,Percentage Expenditure,0.3469235150804043,37.427710467838104
Birth Per Woman & Hepatitis B & Thinness 1-19 Years,0.6588644349379758,0.6656778403869981,Birth Per Woman,-4.36384464691698,Thinness 1-19 Years,0.007126798230746245,Hepatitis B,-0.4172144769964796,83.7079497218397
Fdi & Income Composition Of Resources & Measles,0.6435477195720183,0.6653239358620199,Fdi,0.009555933946359074,Income Composition Of Resources,44.79227454866136,Measles,2.4916141327935293e-06,40.416191706089556
Alcohol & Military & Water,0.6250971800225888,0.6652050894137103,Alcohol,0.13820208000032164,Military,-0.08563786859446643,Water,0.3746686991723063,37.68885200697004
Adult Mortality & Alcohol & Hepatitis B,0.6134373286968833,0.6650264180578196,Adult Mortality,-0.046334034734218925,Hepatitis B,0.6017403559987218,Alcohol,0.04069480409261983,71.30140364593508
Adult Mortality & Polio & Total Expenditure,0.5493589345544663,0.664291415434329,Adult Mortality,-0.04716384593371245,Total Expenditure,0.07293383267059103,Polio,0.42076434122107675,69.00793249961241
Thinness 1-19 Years & Under-Five Deaths & Water,0.6790540842104195,0.6641241286542217,Thinness 1-19 Years,-0.527267323142236,Water,0.002121784132751419,Under-Five Deaths,0.34917824564048194,42.908406186232845
Birth Per Woman & Bmi & Measles,0.6485656504558142,0.6638616017323166,Birth Per Woman,-4.135839034440903,Bmi,0.09438124943015719,Measles,-2.2314248583454876e-05,78.1233546886714
Adult Mortality & Bmi & Thinness 5-9 Years,0.6630146513292884,0.6635728934397314,Adult Mortality,-0.04067136537664368,Thinness 5-9 Years,0.11606981169116964,Bmi,-0.3999058824053944,74.02639671706599
Alcohol & Bmi & Water,0.6553437720433899,0.6633876313555656,Bmi,0.07163621692210005,Water,0.08394649319028796,Alcohol,0.32875756842578885,38.67446592287968
Birth Per Woman & Bmi & Water,0.7023527299784248,0.663080278953875,Birth Per Woman,-2.50085361631181,Water,0.06801914624639391,Bmi,0.17763374765235576,59.496801537895664
Income Composition Of Resources & Percentage Expenditure & Schooling,0.665687917120228,0.6630597318087,Percentage Expenditure,33.70290710170104,Schooling,0.00030954966098627884,Income Composition Of Resources,0.6310128468055378,39.68964515437007
Diphtheria & Total Expenditure & Water,0.6372110597722589,0.6630498514393064,Diphtheria,0.03644725329252439,Water,0.3155083980079139,Total Expenditure,0.3748802502231841,33.31380122420009
Birth Per Woman & Military & Polio,0.611729957045068,0.662973239637443,Birth Per Woman,-4.70314659810236,Military,0.14635885907155344,Polio,0.024220541251576327,80.9716181627936
Fdi & Hepatitis B & Water,0.623403316524921,0.6628884764303085,Fdi,0.02848187239351225,Water,0.010815704988413222,Hepatitis B,0.3837038729021446,36.404431160925675
Diphtheria & Polio & Water,0.6267963447066728,0.6626368871293931,Diphtheria,0.037380856949982076,Water,0.0016215133346293986,Polio,0.3668355109778322,35.80562731230007
Alcohol & Gdp & Income Composition Of Resources,0.6553999762283437,0.6626316828426103,Alcohol,-0.20315572793913042,Income Composition Of Resources,6.965833501689509e-05,Gdp,45.50360557112293,40.41564712979145
Birth Per Woman & Fdi & Gdp,0.6651288907886286,0.6625625415756037,Birth Per Woman,-4.444041911746161,Fdi,0.009299174534965472,Gdp,0.0001475117667374872,81.63669698976948
Birth Per Woman & Diphtheria & Gdp,0.6703735958434702,0.6621423230729316,Birth Per Woman,-4.30687601861363,Gdp,0.03207847621633589,Diphtheria,0.0001457376796229412,78.61986014007198
Income Composition Of Resources & Percentage Expenditure & Population,0.65187304870468,0.6621053450753436,Percentage Expenditure,43.32259776813676,Income Composition Of Resources,0.00033596612388894564,Population,-3.047697234555627e-11,41.242968104572995
Military & Total Expenditure & Water,0.6302624111831329,0.6619198975936075,Total Expenditure,-0.1950948107245606,Military,0.3334233414005238,Water,0.3785091831253073,36.32336086828289
Income Composition Of Resources & Military & Under-Five Deaths,0.6504542025746893,0.6617602162267583,Income Composition Of Resources,43.252250293895,Military,0.2823050672653996,Under-Five Deaths,-0.002879580896018752,41.06956811493605
Birth Per Woman & Fdi & Water,0.6840056653479384,0.6616374089760968,Birth Per Woman,-2.5501640508699674,Water,0.014231671691729286,Fdi,0.21268009742277155,59.23405182571587
Birth Per Woman & Hepatitis B & Percentage Expenditure,0.6656455232815169,0.6612155545809975,Birth Per Woman,-4.352918821381324,Hepatitis B,0.024705794620943432,Percentage Expenditure,0.0010709780676108026,79.47750273719232
Income Composition Of Resources & Infant Deaths & Thinness 1-19 Years,0.6610391053206177,0.660968752656249,Infant Deaths,40.89793935401907,Income Composition Of Resources,0.0025706671980443956,Thinness 1-19 Years,-0.2510066571587779,44.19778471372283
Adult Mortality & Thinness 5-9 Years & Total Expenditure,0.6018716056832534,0.6609008843240479,Adult Mortality,-0.04481023064528017,Thinness 5-9 Years,-0.5869022664983207,Total Expenditure,0.12047486302008809,79.36545525209537
Birth Per Woman & Measles & Thinness 1-19 Years,0.6600998234777917,0.6608638289079419,Birth Per Woman,-4.377634330594596,Thinness 1-19 Years,-1.011720755602838e-05,Measles,-0.39795974362247577,84.25997275256509
Gdp & Measles & Water,0.6657902617032978,0.6607121844535399,Gdp,0.00014735906160018923,Water,-7.330295597955238e-06,Measles,0.3680060516054902,37.809529934010996
Birth Per Woman & Polio & Under-Five Deaths,0.6185952388608955,0.6604579152493965,Birth Per Woman,-4.659424382602575,Polio,0.01053996532667215,Under-Five Deaths,-0.003574967477913641,82.41820321034594
Birth Per Woman & Percentage Expenditure & Water,0.7225762831447827,0.6604204225853358,Percentage Expenditure,-2.407168375787261,Water,0.0008062157624018768,Birth Per Woman,0.19893123947760108,59.446711174905104
Alcohol & Thinness 1-19 Years & Water,0.6799458285466966,0.6603793849911832,Thinness 1-19 Years,-0.018200438020229498,Water,-0.4900388001774153,Alcohol,0.35161277370426575,42.62666451035186
Percentage Expenditure & Under-Five Deaths & Water,0.6736962641851938,0.6601538904149573,Under-Five Deaths,0.0009107947092432395,Water,-0.004152153209515438,Percentage Expenditure,0.34813969883313306,40.178011032127756
Birth Per Woman & Percentage Expenditure & Polio,0.6632451460677691,0.6601347048627053,Birth Per Woman,-4.41713546128432,Polio,0.0010642360321449493,Percentage Expenditure,0.0156091655824405,80.27269259288408
Fdi & Percentage Expenditure & Water,0.6683918065339152,0.6598054609989753,Percentage Expenditure,0.01332107153157376,Water,0.000961128908126975,Fdi,0.3634460008665865,38.354868342855966
Adult Mortality & Fdi & Gdp,0.5825821178071873,0.659770378285198,Adult Mortality,-0.04547915710228544,Fdi,0.015278275540207739,Gdp,0.0002149142077964572,75.86923878218632
Bmi & Income Composition Of Resources & Polio,0.6720577163239863,0.6597289891896607,Income Composition Of Resources,0.06618383585826157,Polio,38.51843567260947,Bmi,0.0316020808136912,39.34039522710586
Adult Mortality & Alcohol & Thinness 5-9 Years,0.6490674820836546,0.6594440655056061,Adult Mortality,-0.04402620122055659,Thinness 5-9 Years,0.44803528348250987,Alcohol,-0.4541225452947742,76.94546137548339
Birth Per Woman & Bmi & Infant Deaths,0.6503239238811342,0.6592080339082315,Infant Deaths,-4.277473302843152,Birth Per Woman,0.07849947578466257,Bmi,-0.0026184470615919914,79.04787455585952
Alcohol & Income Composition Of Resources & Military,0.6526556340440919,0.6591528576803023,Alcohol,-0.13115116655859535,Military,46.71181542072611,Income Composition Of Resources,0.32590585776174663,39.34992953768159
Alcohol & Income Composition Of Resources & Thinness 5-9 Years,0.6734462182294669,0.6586522968735937,Income Composition Of Resources,-0.16197216951371732,Thinness 5-9 Years,43.92840833133766,Alcohol,-0.26289499053184784,43.10100380662277
Fdi & Gdp & Water,0.6688533294794436,0.6585336980432034,Fdi,0.018298627817276522,Water,0.0001522697285027912,Gdp,0.35294137936612624,39.17216871052597
Birth Per Woman & Bmi & Hepatitis B,0.6505414512407139,0.6583225898056784,Birth Per Woman,-4.341631514594047,Bmi,0.08197997321978036,Hepatitis B,0.009842405771825546,78.2652984326691
Population & Thinness 1-19 Years & Water,0.682185423794128,0.6581795440242063,Thinness 1-19 Years,4.247981643821318e-09,Water,-0.4586308902328973,Population,0.3532451385016987,42.128154489380506
Income Composition Of Resources & Polio & Schooling,0.6666361515757502,0.6579598339270698,Schooling,33.737425933386625,Income Composition Of Resources,0.01898501592335583,Polio,0.6550928467552313,37.99341773055894
Income Composition Of Resources & Polio & Under-Five Deaths,0.6529692002032982,0.6577128836526054,Income Composition Of Resources,44.050415159156785,Polio,0.014712189698750095,Under-Five Deaths,-0.0019248475045536076,39.782979092280684
Bmi & Percentage Expenditure & Water,0.6918172576092496,0.6575119542116983,Bmi,0.07557569128600874,Water,0.0008261472386583198,Percentage Expenditure,0.32819398977722736,38.613678709203995
Birth Per Woman & Total Expenditure & Under-Five Deaths,0.6282645709757526,0.6574940981937821,Birth Per Woman,-4.797099732291787,Total Expenditure,0.38469590224703065,Under-Five Deaths,-0.0027388595634492696,81.27257642032285
Birth Per Woman & Military & Schooling,0.6764260129023505,0.6564326415779522,Birth Per Woman,-3.4529305705804108,Military,0.23236533619899657,Schooling,1.0604556585477307,65.99447584760773
Alcohol & Bmi & Hiv/Aids,0.6133593686317825,0.6560703331165831,Hiv/Aids,0.5659903350894782,Bmi,0.15872827111988783,Alcohol,-0.8835525383046345,62.69779563902587
Adult Mortality & Alcohol & Polio,0.6240200952994417,0.6556728117615713,Adult Mortality,-0.04487779321733686,Polio,0.5940610500215229,Alcohol,0.06487166357369356,68.82955856391419
Adult Mortality & Thinness 1-19 Years & Under-Five Deaths,0.6073357850934662,0.6556186716768203,Adult Mortality,-0.044365529575180404,Thinness 1-19 Years,-0.5859039013646617,Under-Five Deaths,-0.00025283658640196105,79.96802515432803
Income Composition Of Resources & Population & Under-Five Deaths,0.6523720475372992,0.655513098592669,Income Composition Of Resources,44.133264919360094,Population,4.933839485679952e-09,Under-Five Deaths,-0.003256143540563126,41.00082129766463
Birth Per Woman & Schooling & Thinness 1-19 Years,0.6978428895445962,0.6554647280858177,Birth Per Woman,-3.346332245342165,Schooling,0.8195671238063366,Thinness 1-19 Years,-0.2827688281312277,70.49429767951658
Birth Per Woman & Fdi & Percentage Expenditure,0.6644930622690712,0.6552215820545022,Percentage Expenditure,-4.468133237685663,Birth Per Woman,0.01283220356546599,Fdi,0.0010176017832636726,81.65752936767801
Diphtheria & Under-Five Deaths & Water,0.6392870769170049,0.6552182019308159,Diphtheria,0.031058772712523976,Water,-0.004378722100959104,Under-Five Deaths,0.3734426387040891,36.013409741068685
Birth Per Woman & Fdi & Schooling,0.6794385218163264,0.6549959065395841,Birth Per Woman,-3.297944891207311,Fdi,0.01573605018987534,Schooling,1.0612731354090985,66.06802422643096
Income Composition Of Resources & Thinness 5-9 Years & Total Expenditure,0.6663859045238315,0.6548982419151739,Income Composition Of Resources,42.004243225859746,Thinness 5-9 Years,-0.26544881519092,Total Expenditure,0.000726006789378654,43.417362097079646
Adult Mortality & Percentage Expenditure & Thinness 5-9 Years,0.646133307508143,0.6547715792164075,Adult Mortality,-0.042884514264474594,Thinness 5-9 Years,0.0009560830934485696,Percentage Expenditure,-0.48257813703180935,78.65604672975797
Income Composition Of Resources & Percentage Expenditure & Polio,0.6594410219891524,0.6545228058521542,Income Composition Of Resources,40.16807674108464,Polio,0.0004319048127213725,Percentage Expenditure,0.03657124244811777,40.0664739040423
Fdi & Thinness 1-19 Years & Water,0.6825935629838062,0.6543646407636673,Fdi,0.012748239509831264,Water,-0.43670921312969985,Thinness 1-19 Years,0.3624190114352087,41.17824641095161
Alcohol & Hepatitis B & Water,0.6303823377227376,0.6539839363005189,Hepatitis B,0.15208240829507852,Water,0.00828644454285371,Alcohol,0.3767740747377178,36.75680741820176
Birth Per Woman & Hepatitis B & Population,0.6180432376159278,0.6536730887630913,Birth Per Woman,-4.850397133145105,Population,0.021361638847500926,Hepatitis B,-2.735353530486373e-09,81.96115293766404
Hepatitis B & Income Composition Of Resources & Military,0.6507781892711937,0.6536593274784753,Income Composition Of Resources,0.0057417659161343795,Military,44.2292574072072,Hepatitis B,0.06592970469008286,40.28475553348841
Diphtheria & Infant Deaths & Water,0.6393468806995437,0.6533015465890721,Infant Deaths,0.028223280028143317,Water,-0.004894159044506699,Diphtheria,0.37791592171278393,35.902268492563934
Birth Per Woman & Bmi & Polio,0.6534616333954739,0.6532385762946038,Birth Per Woman,-4.10399564485662,Polio,0.08613583717150099,Bmi,0.024241000938476295,76.14965473021154
Population & Thinness 5-9 Years & Water,0.6956500076966718,0.6531842653588411,Thinness 5-9 Years,5.138558913553003e-09,Water,-0.5242482944077979,Population,0.34997848365674644,42.89966159524741
Alcohol & Birth Per Woman & Hepatitis B,0.6191381159941953,0.6528264615851657,Birth Per Woman,0.1462898217659305,Hepatitis B,-4.720593976495204,Alcohol,0.017255770020936367,81.2478532679762
Adult Mortality & Hepatitis B & Thinness 1-19 Years,0.6166345426880356,0.6524313632305337,Adult Mortality,-0.0456703694939423,Thinness 1-19 Years,0.029219895957769693,Hepatitis B,-0.5560389685688061,77.74666057467057
Birth Per Woman & Fdi & Total Expenditure,0.6259519587291418,0.6523290407571034,Birth Per Woman,-4.684777213550372,Fdi,0.014916097225636499,Total Expenditure,0.32788861820393395,81.21615672295724
Income Composition Of Resources & Military & Thinness 1-19 Years,0.6680201929105016,0.6520722638816986,Income Composition Of Resources,42.63850212992526,Military,0.3703829483162963,Thinness 1-19 Years,-0.23158445584718848,42.22358747270044
Alcohol & Population & Water,0.6312462125084339,0.6520514472361567,Alcohol,0.15279156287298631,Water,-4.107040576347486e-09,Population,0.3706505437868487,37.971317909187775
Birth Per Woman & Bmi & Total Expenditure,0.6565518321859243,0.6514949786912625,Birth Per Woman,-4.163002666096261,Total Expenditure,0.08785811692683615,Bmi,0.2517303834583184,76.95344987874287
Diphtheria & Income Composition Of Resources & Thinness 1-19 Years,0.669666201170244,0.6510108515331396,Income Composition Of Resources,0.036888004072708244,Thinness 1-19 Years,40.41103900077298,Diphtheria,-0.22636281343829978,41.20772216421466
Gdp & Income Composition Of Resources & Thinness 1-19 Years,0.6679996428279028,0.6509946351983784,Income Composition Of Resources,3.947039982907451e-05,Thinness 1-19 Years,40.72497778230078,Gdp,-0.24318870066042564,43.87899232200011
Military & Schooling & Water,0.6880970917932446,0.6508494124183871,Schooling,-0.12379135255186595,Military,1.0442890513829088,Water,0.27041529341396336,34.442501070566216
Birth Per Woman & Schooling & Under-Five Deaths,0.6793764766863927,0.6507620266515587,Birth Per Woman,-3.3233245806782534,Schooling,1.0339364925143546,Under-Five Deaths,-0.0018060204649901213,66.82194043459441
Bmi & Income Composition Of Resources & Infant Deaths,0.6706739323197095,0.6506830538817675,Infant Deaths,0.06993137187310705,Income Composition Of Resources,40.1306472463179,Bmi,0.00010275366759771032,40.7663227354534
Hepatitis B & Income Composition Of Resources & Under-Five Deaths,0.6523623528779255,0.6505712446268921,Income Composition Of Resources,0.012544435902831937,Under-Five Deaths,42.862787428539875,Hepatitis B,-0.002705856310122101,40.94251115767479
Birth Per Woman & Gdp & Hepatitis B,0.6730881049728284,0.6500806604774719,Birth Per Woman,-4.323079100110574,Gdp,0.00015404582067023455,Hepatitis B,0.012701170201000709,80.19589889006151
Hepatitis B & Under-Five Deaths & Water,0.6345876725773734,0.6498455528591949,Under-Five Deaths,-0.005490324927470993,Water,-0.00480801494759394,Hepatitis B,0.37969697840420236,38.611202632388085
Infant Deaths & Percentage Expenditure & Water,0.674650818507124,0.6496560309062835,Infant Deaths,-0.004541976459368317,Water,0.0008954177152194357,Percentage Expenditure,0.36668908852262233,38.325318384309156
Diphtheria & Income Composition Of Resources & Military,0.660863371934625,0.6495154144253599,Income Composition Of Resources,0.037105988304647806,Military,42.91681893969512,Diphtheria,0.27277079447571495,37.987496316078705
Birth Per Woman & Military & Water,0.6844226050858682,0.6494511458493168,Birth Per Woman,-2.6876877715464,Military,-0.005266094853622838,Water,0.21700941349026023,59.142663472870154
Birth Per Woman & Bmi & Population,0.6526796118346849,0.6493073937633902,Birth Per Woman,-4.223204730365112,Population,0.08560536974335264,Bmi,-1.8555729591751557e-09,78.66606347850944
Adult Mortality & Measles & Total Expenditure,0.5184347961898461,0.6492615028155015,Adult Mortality,-0.04975723261182297,Total Expenditure,-4.892742397673072e-05,Measles,0.43845186929242425,75.59297788146947
Military & Polio & Water,0.6291797266106262,0.6491935070121316,Polio,-0.20707925946112207,Military,0.018907298325027633,Water,0.3807235272979228,36.47493706058607
Bmi & Measles & Water,0.6585775944643357,0.649062243012405,Bmi,0.08209016845755222,Water,9.534783368420324e-06,Measles,0.3467380624481002,37.459450077798095
Gdp & Income Composition Of Resources & Infant Deaths,0.6552420812684596,0.6490096865680548,Infant Deaths,5.745386589154355e-05,Income Composition Of Resources,42.68722180475097,Gdp,-0.0019232974386724777,41.49498710161371
Adult Mortality & Bmi & Hepatitis B,0.6451522312944848,0.6489573604050002,Adult Mortality,-0.04207039482651081,Bmi,0.15994818639075853,Hepatitis B,0.024120586496528054,68.82200311563358
Bmi & Total Expenditure & Water,0.6624900875561298,0.6487545538830175,Total Expenditure,0.07845794945881594,Water,0.32220792271716775,Bmi,0.3359122277520508,36.6166049983844
Gdp & Infant Deaths & Water,0.6772408793571921,0.6486850208536528,Infant Deaths,0.00013784042176922083,Water,-0.005425408316985153,Gdp,0.3594652776358572,39.00733507621392
Birth Per Woman & Diphtheria & Under-Five Deaths,0.6253349436909992,0.648659797405198,Birth Per Woman,-4.703488936636785,Diphtheria,0.023658681523145833,Under-Five Deaths,-0.0032855636828773953,81.42136980175219
Adult Mortality & Gdp & Under-Five Deaths,0.6128465175081431,0.6481330384138998,Adult Mortality,-0.04646413532924503,Gdp,0.00018817911736257714,Under-Five Deaths,-0.007503367092143947,76.70437097360092
Birth Per Woman & Infant Deaths & Thinness 1-19 Years,0.6655905746796376,0.6480845235199355,Infant Deaths,-4.301480984042644,Birth Per Woman,0.003546742002422512,Thinness 1-19 Years,-0.5067106518801998,84.2812132499741
Bmi & Income Composition Of Resources & Schooling,0.6821256164758861,0.6479626996841593,Schooling,0.05989204282369102,Income Composition Of Resources,35.344577131814226,Bmi,0.34504929693937214,40.03638432743148
Birth Per Woman & Population & Thinness 5-9 Years,0.6713421123676327,0.6474598272588716,Birth Per Woman,-4.195407907454618,Thinness 5-9 Years,5.192083197018323e-09,Population,-0.482595117483873,84.06693437975743
Polio & Under-Five Deaths & Water,0.6366086225746632,0.6471677270964424,Polio,0.007372145724382054,Water,-0.004022148321510474,Under-Five Deaths,0.37012901195852793,38.35686920029879
Income Composition Of Resources & Percentage Expenditure & Thinness 5-9 Years,0.6749461037373606,0.6471338623927795,Income Composition Of Resources,40.53507648013697,Thinness 5-9 Years,0.0002734520674850809,Percentage Expenditure,-0.2102510011021299,44.11747985113887
Birth Per Woman & Infant Deaths & Percentage Expenditure,0.6698682831790965,0.6469865252640852,Infant Deaths,-4.516568785160464,Birth Per Woman,-0.004331646739741873,Percentage Expenditure,0.000935091543450662,82.17109278615668
Total Expenditure & Under-Five Deaths & Water,0.6431953066309815,0.6461271818936692,Total Expenditure,0.2827957334988419,Water,-0.0037414556751843644,Under-Five Deaths,0.3844486375037814,35.818879622311535
Military & Under-Five Deaths & Water,0.637614033244043,0.6458946451945763,Under-Five Deaths,-0.2336853156720874,Military,-0.004200158146358929,Water,0.384192743225666,38.204119993131485
Income Composition Of Resources & Infant Deaths & Polio,0.6568811188607644,0.6456600845269831,Infant Deaths,43.676231868492174,Income Composition Of Resources,-0.001789617364143287,Polio,0.02559953130378792,39.010370011671256
Birth Per Woman & Gdp & Percentage Expenditure,0.6693004817236259,0.6451506772291168,Percentage Expenditure,-4.456101502949306,Birth Per Woman,0.0001473213827764517,Gdp,0.00010470249786915682,81.65238181774728
