,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,Other Variable2,Coefficent3,y intercept
Fdi & Gdp & Schooling,0.5705589540770643,0.5340384615658826,Fdi,0.017955835972026792,Schooling,8.663966605783064e-05,Gdp,2.2016856927841535,42.15291344639891
Gdp & Population & Schooling,0.5695050972986612,0.5272577241520637,Schooling,9.927562722094848e-05,Population,2.548978828584336e-09,Gdp,2.135611317226302,42.90137970007201
Military & Schooling & Total Expenditure,0.5512260620008655,0.5260920628267003,Schooling,0.13769655024382804,Military,2.406231828846815,Total Expenditure,-0.0007301958332390779,39.723064962437874
Alcohol & Population & Schooling,0.5589833714521133,0.5203479874474732,Alcohol,-0.14110239414758946,Schooling,2.0293356462316594e-09,Population,2.5063102411998255,39.55916280974853
Gdp & Percentage Expenditure & Schooling,0.5702449589280838,0.5195810861973718,Percentage Expenditure,9.269997980986088e-05,Schooling,1.1380538310471356e-05,Gdp,2.236282832048562,41.69485264873147
Population & Schooling & Total Expenditure,0.5568008933424344,0.5178262107867372,Schooling,1.0540627131212962e-09,Population,2.3848423353150716,Total Expenditure,-0.020549344181297835,40.513641602571845
Percentage Expenditure & Population & Schooling,0.5741408977023126,0.5129179185748173,Percentage Expenditure,0.0005889107608770236,Schooling,1.256184837803015e-09,Population,2.2203596398994305,42.0136284950469
Gdp & Military & Schooling,0.5810433174432292,0.502223088415954,Schooling,8.711515989781082e-05,Military,0.2320654324809288,Gdp,2.170766782994741,42.23814150670239
Alcohol & Military & Schooling,0.5609650512320232,0.493801513073684,Alcohol,-0.08147153660365941,Military,0.11411268445347034,Schooling,2.5110654953024687,38.71088578430614
Alcohol & Gdp & Population,0.2512881801003607,0.30119296019220254,Alcohol,0.59690233604503,Population,0.00023234983514449086,Gdp,-4.789715994429813e-10,65.54819219365002
Gdp & Status Developed & Total Expenditure,0.26897530786008883,0.2959958727694022,Gdp,0.00021661951078950746,Status Developed,7.192574865900891,Total Expenditure,0.2478980123703387,65.71641266590808
Alcohol & Gdp & Status Developed,0.2858227789585571,0.2909034765847389,Alcohol,0.3210946678291438,Status Developed,0.0002035251065374086,Gdp,5.550905488294901,65.83810548913964
Gdp & Percentage Expenditure & Status Developed,0.2669709481406679,0.28677842285785127,Percentage Expenditure,0.00030739377342567815,Status Developed,-0.0007234609354876936,Gdp,7.5705997561105205,67.12039698252367
Fdi & Percentage Expenditure & Status Developed,0.24836886853252405,0.2843906094150448,Percentage Expenditure,0.007633194888175312,Status Developed,0.0012545520447538741,Fdi,7.757423938709168,67.47386620433329
Percentage Expenditure & Status Developed & Total Expenditure,0.25569028940986005,0.28348118451640214,Percentage Expenditure,0.0012397787320146934,Status Developed,7.77472813604917,Total Expenditure,0.2395726955605868,66.00082845872404
Gdp & Military & Status Developed,0.2662278841031074,0.2794009659919515,Gdp,0.00019399050606787937,Status Developed,0.20021860217213927,Military,7.551649891442203,67.15971590185512
Military & Percentage Expenditure & Status Developed,0.2503830769042036,0.26394166285277665,Percentage Expenditure,0.08473278843151737,Status Developed,0.0010938449606461777,Military,8.579381611228698,67.1622667009583
Alcohol & Military & Status Developed,0.23020752174610223,0.260843471554544,Alcohol,0.5658618644406554,Status Developed,0.4223287588288134,Military,6.888155659675325,65.28441049991315
Percentage Expenditure & Population & Status Developed,0.2559581771557119,0.25860893300135235,Percentage Expenditure,0.0012992750796377841,Status Developed,-1.3733694112523467e-09,Population,8.010115162214193,67.4293053128511
Gdp & Population & Status Developed,0.2760145701414478,0.2557386666580317,Population,0.00022226462774934015,Status Developed,-1.633681176895427e-09,Gdp,7.433712881773022,67.18509667786276
Alcohol & Gdp & Total Expenditure,0.27484164128438715,0.2508420714998404,Alcohol,0.614862976253496,Gdp,0.00022333120348374462,Total Expenditure,0.35920342007679357,63.26169391854101
Alcohol & Fdi & Gdp,0.27443514854687956,0.24581020234378692,Alcohol,0.6737164377707604,Fdi,0.02481957129751013,Gdp,0.00021787064675938064,65.15742382026544
Population & Status Developed & Total Expenditure,0.1963876357937443,0.24497993661631368,Population,-3.3643649722156e-10,Status Developed,9.828672769135029,Total Expenditure,0.5046113181449048,64.94693533015928
Alcohol & Gdp & Military,0.27429286642554485,0.2398411448252319,Alcohol,0.6468525556566942,Military,0.0002539952462555142,Gdp,0.24490843817503802,64.74557576491894
Fdi & Gdp & Status Developed,0.2816017585082313,0.23949437184760766,Fdi,0.007792598475948357,Status Developed,0.00022004845515215254,Gdp,7.3897075526712355,67.1277758470801
Alcohol & Status Developed & Total Expenditure,0.2441459629173348,0.23799960021283584,Alcohol,0.45246362462850637,Status Developed,7.199191305928538,Total Expenditure,0.3227038384749692,64.3933461283288
Gdp & Military & Total Expenditure,0.20220269523428125,0.2303367344449856,Gdp,0.0002982167523364746,Military,0.07644227621379124,Total Expenditure,0.40159657839231455,65.45624290497804
Alcohol & Fdi & Status Developed,0.24073800511190457,0.22867897262911985,Alcohol,0.5523783561031208,Status Developed,0.015619723183049827,Fdi,6.807830154623975,65.82184004050498
Fdi & Gdp & Population,0.1937987872098902,0.2279157816659254,Fdi,0.026390164777730287,Population,0.00030105118602460424,Gdp,-2.2111149646257197e-09,67.70925211753519
Gdp & Military & Percentage Expenditure,0.19218310602130895,0.2235736305524305,Percentage Expenditure,0.00041985263663677565,Military,-0.018334512943947362,Gdp,-0.0007547460483240918,67.77379964330756
Military & Status Developed & Total Expenditure,0.20871744533275594,0.2192925626289759,Total Expenditure,0.13000979039219926,Status Developed,10.354220379859683,Military,0.3766405866393616,65.46321240439397
Fdi & Gdp & Total Expenditure,0.21466061323736274,0.21161205656783624,Fdi,0.0243848237488787,Gdp,0.0003038554771776718,Total Expenditure,0.42451816825412,65.26588927592978
Fdi & Gdp & Percentage Expenditure,0.19978187585271115,0.20960228843643536,Percentage Expenditure,0.033968855499858785,Fdi,0.0004032161468950826,Gdp,-0.0006801285985684235,67.88122843991854
Fdi & Population & Status Developed,0.19815828315139294,0.20770633906327163,Fdi,0.006538922266509722,Status Developed,-1.4761732836250897e-09,Population,10.760473502235296,67.94816858305433
Military & Population & Status Developed,0.2015440888005161,0.20040722332802086,Population,0.05403278962540636,Status Developed,-1.1699227107814358e-09,Military,10.58809915149345,68.13693054801521
Gdp & Percentage Expenditure & Total Expenditure,0.21519440751558164,0.1987764253615335,Percentage Expenditure,0.00041751271629603554,Gdp,-0.000697981889863922,Total Expenditure,0.5359459762522577,64.48272543805125
Gdp & Military & Population,0.19869924215822185,0.1944287422420471,Population,0.00034384719704303726,Military,0.0702503008946869,Gdp,-2.336334667396578e-09,67.64575366222662
Fdi & Gdp & Military,0.20492715549927706,0.19425422677937376,Fdi,0.024614266936003007,Military,0.00031310714843129956,Gdp,-0.1710123797262718,68.12929161814415
Fdi & Status Developed & Total Expenditure,0.2166156469719328,0.19230743029085284,Fdi,0.009459241280317032,Status Developed,10.394083716053363,Total Expenditure,0.2951910933411259,66.14589611642872
Alcohol & Military & Total Expenditure,0.19159290285570252,0.18861129362634776,Alcohol,0.9111817891587427,Military,0.11195752347008944,Total Expenditure,0.3875443378264621,62.779048959316334
Gdp & Population & Total Expenditure,0.21722580466121233,0.18455610446588866,Population,0.00029812459916172233,Gdp,-2.520112621895714e-09,Total Expenditure,0.4614554178123625,65.41323315378773
Percentage Expenditure & Population & Total Expenditure,0.18063205729976817,0.18342699206024138,Percentage Expenditure,0.0016736273888946372,Population,-1.6946821561945968e-09,Total Expenditure,0.5251595896723703,65.41903915657652
Alcohol & Population & Status Developed,0.25293591754676903,0.18197848273203066,Alcohol,0.5722752228712876,Status Developed,-7.286422883129996e-10,Population,6.89925481663259,66.12762163042161
Alcohol & Military & Population,0.18250091363341003,0.17696456183692355,Alcohol,0.9560611585066197,Military,0.3378258722751424,Population,-6.741650571129298e-10,64.64251670890634
Military & Percentage Expenditure & Total Expenditure,0.1835412892469912,0.17677700051620715,Percentage Expenditure,0.0017303414920727398,Military,0.0020087911268506595,Total Expenditure,0.49599708871078074,65.40263733936665
Fdi & Military & Status Developed,0.20865926044813943,0.17374316068333118,Fdi,0.011763329328793657,Status Developed,0.22964006902223044,Military,10.800333701298515,67.25090191678362
Alcohol & Fdi & Population,0.19255347174015713,0.17105014058604073,Alcohol,0.9344333196726515,Fdi,0.02666033494326939,Population,-4.767362615787363e-10,65.11817486306072
Gdp & Percentage Expenditure & Population,0.20542314286335273,0.1709623805902506,Percentage Expenditure,0.00045670847889966846,Population,-0.0008584011477352007,Gdp,-1.0411366166982253e-09,67.4623460635723
Military & Percentage Expenditure & Population,0.17277272857910342,0.16150667675916922,Percentage Expenditure,-0.00536832899820116,Military,0.001940921102123447,Population,-3.2916611706311494e-09,68.29328346887003
Alcohol & Fdi & Military,0.19780962221156662,0.1581447404959775,Alcohol,0.9644917695338232,Military,0.04227618620013647,Fdi,0.2573660517049691,64.38616595910149
Fdi & Percentage Expenditure & Population,0.18432212531553527,0.1517234041584994,Percentage Expenditure,0.03593057919240974,Fdi,0.002088484687561186,Population,-3.0182411782549157e-09,68.0398824996036
Alcohol & Population & Total Expenditure,0.2018142346620193,0.1436904658093764,Alcohol,0.9182394327173082,Population,-9.386563836114897e-10,Total Expenditure,0.3711755158397168,63.40606716102334
Fdi & Percentage Expenditure & Total Expenditure,0.20169550965914526,0.13852898191300234,Percentage Expenditure,0.02457644234991625,Fdi,0.002062166396134313,Total Expenditure,0.38613568251105207,65.81213588873975
Alcohol & Fdi & Total Expenditure,0.21439269523021098,0.1294647492523412,Alcohol,0.8946419447185955,Fdi,0.024660936602935668,Total Expenditure,0.4735439980088008,62.647247804247584
Fdi & Military & Percentage Expenditure,0.19238195837505623,0.12651253165421428,Percentage Expenditure,0.031545355065291,Military,0.10121514702323402,Fdi,0.002041260851388338,68.0114987368302
Fdi & Population & Total Expenditure,0.032565869365699385,0.07203061199680605,Fdi,0.029405031486110143,Population,-1.1072286938980835e-09,Total Expenditure,0.609470513976028,66.06089069523317
Military & Population & Total Expenditure,0.03244235466167711,0.04037142631199775,Population,-0.1780031570253646,Military,-1.8594937028182868e-09,Total Expenditure,0.6897650003522733,65.9548833384686
Fdi & Military & Total Expenditure,0.04547604397295901,0.03755078144699586,Fdi,0.043900617681017245,Military,-0.10829107887951406,Total Expenditure,0.6864697484580279,65.57238755993096
Fdi & Military & Population,0.015554213745571865,0.011261264026323214,Fdi,0.047409059302210545,Military,-0.01831215318880376,Population,-2.6794733654078584e-09,69.6135469199344
