,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,Other Variable2,Coefficent3,Other Variable3,Coefficent4,y intercept
Adult Mortality & Alcohol & Bmi & Schooling,0.760361175815174,0.7692563727208832,Adult Mortality,-0.03360237397161403,Alcohol,-0.018762354840756612,Schooling,0.06501883016095497,Bmi,1.4253700744103586,55.37187662401993
Diphtheria & Hepatitis B & Hiv/Aids & Schooling,0.7602298933650967,0.751836382138136,Schooling,0.043469745225845756,Hiv/Aids,-0.007846651269929783,Diphtheria,-0.7916277917596225,Hepatitis B,1.885880727831404,44.983198838643276
Hepatitis B & Hiv/Aids & Polio & Schooling,0.7602089148145931,0.7417730733797697,Schooling,-0.0015261817054871127,Hiv/Aids,-0.7868825026458833,Polio,0.02767175523555676,Hepatitis B,1.945201013720529,45.15396877426372
Adult Mortality & Alcohol & Birth Per Woman & Fdi,0.7601138061046703,0.8088588457778794,Adult Mortality,-0.03142614307744808,Alcohol,0.1626822386108615,Birth Per Woman,-3.1702373630102043,Fdi,0.006084047001555071,83.18360686128858
Fdi & Hiv/Aids & Military & Schooling,0.7597952380063345,0.7399093277542789,Fdi,0.0150668503501761,Schooling,-0.80160910192889,Military,0.24462100624910288,Hiv/Aids,2.067210715550659,45.28431841503456
Adult Mortality & Population & Schooling & Thinness 1-19 Years,0.7597485909380003,0.7602129517770722,Adult Mortality,-0.034767411701907676,Schooling,2.1941099401088166e-09,Thinness 1-19 Years,1.4859047878043037,Population,-0.25378997172162704,58.415744887172366
Adult Mortality & Measles & Population & Water,0.7596827063449034,0.7923702386467611,Adult Mortality,-0.029411586635888626,Water,-1.9515335570491173e-05,Population,-4.753965708743089e-09,Measles,0.2842792713739739,50.875896188600585
Hiv/Aids & Percentage Expenditure & Schooling & Under-Five Deaths,0.7596769849447715,0.7784468622611366,Schooling,-0.8000806440690849,Hiv/Aids,0.0005815734682357845,Under-Five Deaths,1.7844037513653301,Percentage Expenditure,-0.0014160256840700808,48.83379827357888
Adult Mortality & Measles & Military & Water,0.7596557904430548,0.7894792853306986,Adult Mortality,-0.03009853724046238,Water,-1.6327846782987487e-05,Military,-0.13654202910552565,Measles,0.27492712881709547,51.998539535115015
Adult Mortality & Military & Polio & Schooling,0.7595434385163425,0.7317511444129494,Adult Mortality,-0.03577549487353085,Schooling,0.07247181007468145,Military,0.015615851770178768,Polio,1.542822214188116,55.389702871509066
Hiv/Aids & Measles & Military & Water,0.7593823334617945,0.7643837055197317,Hiv/Aids,-0.6675244137349717,Water,-1.2227345449949967e-05,Military,-0.06203893347639121,Measles,0.32061250434204347,44.2227135537554
Adult Mortality & Gdp & Schooling & Total Expenditure,0.7593330481014311,0.7470481608867114,Adult Mortality,-0.034422288589989,Schooling,6.685172194456277e-05,Gdp,1.5213078492764291,Total Expenditure,-0.030846504760027666,56.484550470335165
Adult Mortality & Alcohol & Measles & Schooling,0.7593056479224418,0.7261176285282507,Adult Mortality,-0.03604489889609524,Alcohol,0.01641310304814046,Schooling,-1.817486483723582e-05,Measles,1.6142462310738428,55.8343531881084
Fdi & Hiv/Aids & Polio & Schooling,0.7591551496827693,0.7492732793197412,Fdi,0.016135494874748746,Schooling,-0.7673415670282275,Hiv/Aids,0.02316555105768814,Polio,1.962913713632852,44.79073440933906
Hepatitis B & Hiv/Aids & Measles & Schooling,0.759151806673958,0.7333862451796449,Schooling,0.010530568389316632,Hiv/Aids,-0.7914050297458616,Measles,1.626237974294842e-05,Hepatitis B,2.045140924059147,45.13641922966062
Hiv/Aids & Schooling & Thinness 1-19 Years & Thinness 5-9 Years,0.7590828188973319,0.7715503350347579,Schooling,-0.7770363148322327,Thinness 5-9 Years,1.837317896891962,Thinness 1-19 Years,-0.08151416264777178,Hiv/Aids,-0.14329360676833724,49.718650695221136
Adult Mortality & Hepatitis B & Schooling & Thinness 5-9 Years,0.7590635990136902,0.7663370975479226,Adult Mortality,-0.034632208643818295,Schooling,0.016133566680996747,Thinness 5-9 Years,1.5045510385271212,Hepatitis B,-0.2129456099675316,56.72147890627963
Hepatitis B & Hiv/Aids & Military & Schooling,0.7590244977454746,0.739891840105867,Schooling,0.010948409155447451,Hiv/Aids,-0.7835086343723865,Military,0.17795193818276195,Hepatitis B,1.963463128978201,45.91834530920249
Hiv/Aids & Military & Population & Schooling,0.7589961949547186,0.7367933038756986,Schooling,-0.787865090486222,Population,0.24074403009392142,Military,-7.521124278930813e-10,Hiv/Aids,2.0435432109070226,45.52406871453489
Birth Per Woman & Hiv/Aids & Military & Population,0.7589476594679231,0.7822935299688063,Population,-4.07839949509976,Birth Per Woman,-0.705095443658627,Military,0.1688590150956012,Hiv/Aids,-5.208776299170381e-09,82.51336541762856
Alcohol & Hepatitis B & Hiv/Aids & Schooling,0.7589344821188972,0.7355055715995422,Schooling,-0.016216703376126518,Alcohol,0.008324754635369302,Hiv/Aids,-0.790051561150986,Hepatitis B,1.9874319736566737,46.22694122451043
Hiv/Aids & Percentage Expenditure & Population & Schooling,0.7588812588442819,0.7752743033738277,Schooling,-0.8136635398480679,Population,0.0005567276981160972,Hiv/Aids,-9.410938859796825e-10,Percentage Expenditure,1.8030070191712253,48.54802654170595
Adult Mortality & Diphtheria & Measles & Schooling,0.758705182565317,0.7507177142805507,Adult Mortality,-0.035609176600691045,Schooling,0.033328849677528034,Diphtheria,-1.1460325225400025e-05,Measles,1.5122426163596128,54.27166391458628
Birth Per Woman & Hepatitis B & Hiv/Aids & Under-Five Deaths,0.7586620510009142,0.7987751373370632,Hiv/Aids,-3.99132754276114,Birth Per Woman,0.002137548674750661,Under-Five Deaths,-0.6940271461990867,Hepatitis B,-0.0043691169974520785,82.69873699737961
Adult Mortality & Military & Schooling & Total Expenditure,0.7586255954079674,0.7248335591380091,Adult Mortality,-0.035804936040119965,Schooling,-0.014396679119966116,Military,1.6805640195297964,Total Expenditure,0.02669994190435554,54.83702993999198
Alcohol & Fdi & Hiv/Aids & Schooling,0.7584923083908296,0.7411968703349268,Fdi,-0.025484211107742856,Alcohol,0.0123073627700645,Schooling,-0.772495054981842,Hiv/Aids,2.0049899145492427,46.581430518872594
Hiv/Aids & Military & Polio & Schooling,0.7582010564691555,0.7508952747746269,Schooling,-0.7845787039417464,Hiv/Aids,0.16527221453057264,Military,0.02526003467514565,Polio,1.9737741537903608,44.46334446435333
Adult Mortality & Bmi & Schooling & Under-Five Deaths,0.7580107348537537,0.7815908899468741,Adult Mortality,-0.03442457161910267,Schooling,0.05498472921756495,Under-Five Deaths,1.4290543514639535,Bmi,-0.00183045755045666,55.88995865554505
Bmi & Hiv/Aids & Population & Schooling,0.7580047540715698,0.7929704156885438,Schooling,0.06605274444898696,Population,-0.755426999896498,Hiv/Aids,3.633718881346226e-10,Bmi,1.7862708954661646,46.636928913147784
Adult Mortality & Bmi & Fdi & Schooling,0.757929038872004,0.7784946244707392,Adult Mortality,-0.03354428977897027,Fdi,0.05928836334737103,Schooling,0.007347427983089384,Bmi,1.4383179749158597,55.328149120289616
Fdi & Hepatitis B & Hiv/Aids & Schooling,0.7579005350913238,0.7465135243026909,Fdi,0.018744300869201515,Schooling,0.009163918099107216,Hiv/Aids,-0.8091721114138234,Hepatitis B,1.9766110833533286,46.09340795438878
Alcohol & Hiv/Aids & Percentage Expenditure & Schooling,0.7578405860698452,0.7828365231005716,Schooling,-0.07412863490446997,Alcohol,-0.7724561510723758,Hiv/Aids,0.0005201288074277999,Percentage Expenditure,1.9422521656727307,47.28965233438262
Hiv/Aids & Measles & Schooling & Total Expenditure,0.7578387610766494,0.7436873924422109,Schooling,-0.7952251007814137,Hiv/Aids,1.740978745620736e-05,Total Expenditure,1.9742138945609065,Measles,0.214492379545555,45.57867157658026
Alcohol & Hiv/Aids & Schooling & Total Expenditure,0.7577236989887145,0.7415621349696055,Schooling,-0.07778000678520426,Alcohol,-0.7964781367414169,Hiv/Aids,2.0431261226888555,Total Expenditure,0.1421253508800624,45.59247825175987
Hiv/Aids & Infant Deaths & Schooling & Total Expenditure,0.7576995042710796,0.7462363323881118,Infant Deaths,-0.7938195162255633,Schooling,-0.000974186673328381,Hiv/Aids,1.9776959511591372,Total Expenditure,0.11768490732816503,46.23529186561175
Adult Mortality & Hepatitis B & Schooling & Total Expenditure,0.7575967795980518,0.7297659160857688,Adult Mortality,-0.03481146519401293,Schooling,0.01603333878348523,Total Expenditure,1.6874448447329606,Hepatitis B,0.06877421365506611,53.034295392784045
Adult Mortality & Diphtheria & Fdi & Water,0.7575822512418068,0.8127078800982739,Adult Mortality,-0.029432338613808944,Water,0.02808936244972904,Fdi,0.017049126811062958,Diphtheria,0.2733481385660246,49.200398319392356
Hepatitis B & Hiv/Aids & Measles & Water,0.7574842424429858,0.767226162127894,Hiv/Aids,0.00029892602656059945,Water,-0.6476783743793099,Measles,-4.096866085057105e-05,Hepatitis B,0.321461694702476,44.10543525421551
Hiv/Aids & Infant Deaths & Population & Schooling,0.757459307757533,0.7426194464600961,Infant Deaths,-0.7981302974139018,Schooling,-0.0029854177321808452,Population,2.6113915400742538e-09,Hiv/Aids,1.9856560826284293,46.831953619601876
Gdp & Hiv/Aids & Measles & Schooling,0.7572298050240849,0.7810735737582037,Schooling,9.180763356364737e-05,Gdp,-0.7889280403075173,Hiv/Aids,8.20266135026504e-06,Measles,1.8117883523429812,48.31046867691316
Diphtheria & Hiv/Aids & Military & Water,0.7571955773122052,0.7826907373668686,Hiv/Aids,0.030956989539631514,Water,-0.632866077536764,Military,-0.061177853536117224,Diphtheria,0.3182126230838933,41.65317550001842
Adult Mortality & Alcohol & Schooling & Thinness 1-19 Years,0.7570486736996467,0.7647346857201729,Adult Mortality,-0.03419541713045059,Alcohol,-0.03691447171536821,Schooling,1.5495160046501404,Thinness 1-19 Years,-0.24345254337039057,57.5202657594954
Hepatitis B & Hiv/Aids & Population & Water,0.7570434658761092,0.7788142342175379,Population,0.007204361908607062,Water,-0.6767115907710597,Hiv/Aids,-5.7527898000842015e-09,Hepatitis B,0.31898831719642523,43.75474844540916
Hiv/Aids & Schooling & Thinness 5-9 Years & Under-Five Deaths,0.7570172933990494,0.7828011215383193,Schooling,-0.7680103291438938,Thinness 5-9 Years,1.8303401332805809,Hiv/Aids,-0.24522672946360535,Under-Five Deaths,0.0002067694866683123,49.88453306002335
Birth Per Woman & Fdi & Hiv/Aids & Polio,0.7569653759142981,0.7860224619019953,Fdi,-3.9233698263617964,Birth Per Woman,0.01308631375826419,Hiv/Aids,-0.6877530802241217,Polio,0.012843872794125244,81.15527777729568
Fdi & Hiv/Aids & Infant Deaths & Schooling,0.7568413732761923,0.7499345826949206,Infant Deaths,0.01812811604693193,Fdi,-0.7791298637508292,Schooling,-0.0017931308886073305,Hiv/Aids,2.002963110541007,46.48679504263248
Adult Mortality & Bmi & Military & Schooling,0.7568339488944402,0.777167492103696,Adult Mortality,-0.03321198035745803,Schooling,0.06878971636271058,Military,-0.14597162847442824,Bmi,1.4166116891406575,55.39803700624756
Adult Mortality & Fdi & Schooling & Thinness 5-9 Years,0.7568245038442138,0.7719530297132947,Adult Mortality,-0.0348632089423301,Fdi,0.006459399788392051,Schooling,1.4848124247957188,Thinness 5-9 Years,-0.23164606787512462,58.2691847264075
Hiv/Aids & Military & Schooling & Total Expenditure,0.7567227950526211,0.7506329563669768,Schooling,-0.7851819636141205,Hiv/Aids,0.2533229972447564,Military,1.980995061200208,Total Expenditure,0.1979694819033386,45.159320980269754
Hiv/Aids & Schooling & Total Expenditure & Under-Five Deaths,0.7566576420269521,0.7502290734485654,Schooling,-0.7791520705244542,Hiv/Aids,1.9652089316865136,Total Expenditure,0.15727843030426047,Under-Five Deaths,-0.0022795076835946393,46.15522212169411
Adult Mortality & Diphtheria & Polio & Water,0.7563801860233905,0.8091917457438659,Adult Mortality,-0.029399463655730904,Water,0.030592784567703285,Diphtheria,-0.0007772195412757976,Polio,0.27239895205130016,49.21175768863263
Hiv/Aids & Measles & Polio & Schooling,0.7562871727551858,0.7532307730984374,Schooling,-0.7750903613318865,Hiv/Aids,9.074404861534463e-06,Polio,0.0238145518801729,Measles,1.9272363410383089,45.511052164174274
Hiv/Aids & Schooling & Thinness 1-19 Years & Under-Five Deaths,0.7561199071873156,0.7771848406922391,Schooling,-0.7925049439017705,Thinness 1-19 Years,1.7892543636286067,Hiv/Aids,-0.25990915681752935,Under-Five Deaths,0.0009677051285272853,50.291964352504834
Hepatitis B & Hiv/Aids & Schooling & Under-Five Deaths,0.7560949007666724,0.7493398157717392,Schooling,0.0058111128862127085,Hiv/Aids,-0.8056319551124681,Under-Five Deaths,1.9674392565498797,Hepatitis B,-0.0020248845629113887,46.62624680465093
Alcohol & Hiv/Aids & Polio & Schooling,0.7559671063965923,0.7537843026703702,Schooling,0.01046171803308766,Alcohol,-0.8015751852465582,Hiv/Aids,0.02207507184014923,Polio,1.9555306187219035,45.30542255343751
Fdi & Hiv/Aids & Schooling & Thinness 1-19 Years,0.755940007793312,0.7799290510760749,Fdi,0.009132165091047353,Schooling,-0.7966566907969943,Thinness 1-19 Years,1.7907363516371664,Hiv/Aids,-0.2638051980210252,50.35228837469461
Adult Mortality & Alcohol & Fdi & Schooling,0.7558269836268818,0.7375228922990541,Adult Mortality,-0.03490671783858099,Alcohol,0.03000458479509993,Fdi,0.013413198847763153,Schooling,1.6177114573619245,55.486100561114725
Hepatitis B & Hiv/Aids & Schooling & Total Expenditure,0.7557899828890398,0.7442007882516426,Schooling,0.009895962109588275,Hiv/Aids,-0.776716544371377,Total Expenditure,1.967994525078419,Hepatitis B,0.08805915956793708,45.574099491771214
Hiv/Aids & Measles & Schooling & Thinness 1-19 Years,0.7556799032457837,0.7817422992961265,Schooling,-0.7701068910254152,Thinness 1-19 Years,8.23306120147603e-06,Hiv/Aids,1.822101464557648,Measles,-0.232357739592593,49.852222954958876
Adult Mortality & Diphtheria & Schooling & Under-Five Deaths,0.7556316118655411,0.7643073628313263,Adult Mortality,-0.03462708148727334,Schooling,0.03377332595952828,Diphtheria,1.5413348663824642,Under-Five Deaths,-0.0022545857892992127,53.899757691683575
Adult Mortality & Schooling & Thinness 5-9 Years & Total Expenditure,0.7554879570372557,0.7747341907685753,Adult Mortality,-0.03351635371619263,Schooling,1.5754951892420688,Thinness 5-9 Years,-0.2525125749817241,Total Expenditure,-0.09402166695361636,57.569738530292234
Adult Mortality & Polio & Schooling & Total Expenditure,0.755482461104262,0.7430798580038553,Adult Mortality,-0.03493436921036958,Schooling,0.016340705713460135,Total Expenditure,1.6460541841110188,Polio,-0.04667545851066004,54.1919042961313
Alcohol & Hiv/Aids & Schooling & Under-Five Deaths,0.7554569102363059,0.7446162793436037,Schooling,-0.033069399546433204,Alcohol,-0.8202413611762751,Hiv/Aids,1.9873532908639915,Under-Five Deaths,-0.002207875472133969,47.218642268868734
Adult Mortality & Military & Schooling & Under-Five Deaths,0.7553502179202177,0.7405252926085353,Adult Mortality,-0.03716325010502262,Schooling,0.011763970969389415,Military,1.5182071746976893,Under-Five Deaths,-0.0033254486403096473,57.44650190593505
Gdp & Hiv/Aids & Percentage Expenditure & Schooling,0.7553110772031215,0.7860366979088323,Schooling,6.657352868974555e-05,Gdp,-0.7965637319972942,Hiv/Aids,9.096787675222373e-05,Percentage Expenditure,1.8657523468141068,47.837520972482295
Adult Mortality & Fdi & Schooling & Thinness 1-19 Years,0.7551286062266144,0.771684873407199,Adult Mortality,-0.03375314045805317,Fdi,0.008077021725001576,Schooling,1.489482551744509,Thinness 1-19 Years,-0.20855160659531768,57.86550224569795
Birth Per Woman & Hiv/Aids & Measles & Military,0.7549727101781016,0.8005228508089711,Hiv/Aids,-4.029985148994458,Birth Per Woman,-0.6845741926360188,Military,-6.005756685223407e-05,Measles,0.24724894180673154,82.37717020285628
Hiv/Aids & Polio & Schooling & Under-Five Deaths,0.7549115775944286,0.7602912619600496,Schooling,-0.7835001008873921,Hiv/Aids,0.024370731708671156,Polio,1.9255148389587848,Under-Five Deaths,-0.0018973434485537871,45.52304349008966
Hiv/Aids & Military & Schooling & Under-Five Deaths,0.7548710411967934,0.7549316386431111,Schooling,-0.8285285356221855,Hiv/Aids,0.19042559462150815,Military,1.9349062084523816,Under-Five Deaths,-0.0018009478826559872,47.1928714550158
Adult Mortality & Gdp & Polio & Schooling,0.7544605596560066,0.7721845836464901,Adult Mortality,-0.035284494659551656,Schooling,5.532229811527488e-05,Gdp,0.020299058557367525,Polio,1.5040346486854594,55.02240149568769
Hiv/Aids & Polio & Schooling & Thinness 5-9 Years,0.7542488200997018,0.795691172332682,Schooling,-0.7684225673072452,Thinness 5-9 Years,0.018492310105749143,Hiv/Aids,1.741787694680514,Polio,-0.24852944887909043,49.38021718038101
Adult Mortality & Schooling & Thinness 1-19 Years & Thinness 5-9 Years,0.7541950728243852,0.7765264135400747,Adult Mortality,-0.033774911004416916,Schooling,1.4778090645296516,Thinness 5-9 Years,-0.07368445898270415,Thinness 1-19 Years,-0.16754719292057296,58.23181541399509
Adult Mortality & Gdp & Measles & Schooling,0.7541274320364553,0.7608227571613794,Adult Mortality,-0.03498337173699682,Schooling,6.549391045793096e-05,Gdp,-1.607862405587778e-05,Measles,1.520172537510559,56.344045062509295
Fdi & Hiv/Aids & Population & Schooling,0.7540000433357903,0.7559147044530379,Fdi,0.01251469045667621,Schooling,-0.7757555516425493,Population,-4.627405125745554e-10,Hiv/Aids,1.9905185864639154,46.59460336742075
Fdi & Hiv/Aids & Measles & Schooling,0.753904202336247,0.7562524090424206,Fdi,0.013874018304120153,Schooling,-0.7799634524851389,Hiv/Aids,1.3720026729391321e-05,Measles,1.9955922889368378,46.459528937028985
Adult Mortality & Bmi & Schooling & Total Expenditure,0.7538610765370242,0.7877233852631602,Adult Mortality,-0.03357370428490385,Schooling,0.05910510002915903,Total Expenditure,1.4499086575808995,Bmi,-0.05413986721042807,55.532602439837476
Adult Mortality & Military & Schooling & Thinness 1-19 Years,0.7537049050940942,0.7740111904195475,Adult Mortality,-0.034184168393639684,Schooling,0.055926620670949445,Military,1.500578650245954,Thinness 1-19 Years,-0.2087801381495279,57.88852696067269
Adult Mortality & Measles & Percentage Expenditure & Schooling,0.7536915738151423,0.7621363230038893,Adult Mortality,-0.03523323466831537,Schooling,-1.6284885483274468e-05,Measles,0.0004646834583062541,Percentage Expenditure,1.548909455622079,56.20004332735279
Adult Mortality & Alcohol & Polio & Schooling,0.753554071720997,0.750740356098639,Adult Mortality,-0.03508075660623317,Alcohol,-0.014324689850895633,Schooling,0.019127043533553822,Polio,1.6139855582781615,54.25184878281412
Adult Mortality & Gdp & Percentage Expenditure & Schooling,0.7535258795181267,0.7656989881558344,Adult Mortality,-0.03544671300114518,Schooling,5.214251598511816e-05,Gdp,8.038776020906523e-05,Percentage Expenditure,1.5022743968398633,56.778642933152696
Adult Mortality & Fdi & Gdp & Schooling,0.7534760576179899,0.7646865060158476,Adult Mortality,-0.034069133129422814,Fdi,0.010577313601159639,Schooling,5.838261408271615e-05,Gdp,1.5233160835579667,56.079764298731206
Adult Mortality & Population & Schooling & Under-Five Deaths,0.7532584561193512,0.7518690375866364,Adult Mortality,-0.03589449714555355,Schooling,7.343123180329673e-09,Population,1.5544325080356638,Under-Five Deaths,-0.0039020515946984677,56.61617955723157
Adult Mortality & Hepatitis B & Schooling & Thinness 1-19 Years,0.753242959629024,0.7776055442842277,Adult Mortality,-0.0337919384348147,Schooling,0.011043990051293417,Thinness 1-19 Years,1.4992724634222232,Hepatitis B,-0.2311551881727849,57.06664990245241
Diphtheria & Hiv/Aids & Measles & Schooling,0.7531455779387849,0.7705254199504572,Schooling,0.03623983643989723,Hiv/Aids,-0.7649288687612067,Diphtheria,4.547478813288208e-06,Measles,1.908758683686215,44.58367822175151
Adult Mortality & Hepatitis B & Population & Schooling,0.753052274880635,0.7468588509597034,Adult Mortality,-0.03590857131726678,Schooling,0.01802424442459381,Population,-9.891179889032209e-11,Hepatitis B,1.558921423256872,55.07927112249759
Adult Mortality & Diphtheria & Military & Schooling,0.7529291054768386,0.7687011399891007,Adult Mortality,-0.03472742994467178,Schooling,0.039162603421234565,Military,-0.015803551241383905,Diphtheria,1.5946916590058204,52.61981449267721
Hiv/Aids & Infant Deaths & Measles & Schooling,0.7527502357270468,0.7542637679270693,Infant Deaths,-0.8017035527122844,Schooling,-0.003045473243389574,Hiv/Aids,2.0532600473270254e-05,Measles,1.9818146902422142,47.02439401546539
Fdi & Hiv/Aids & Schooling & Under-Five Deaths,0.7527406271019847,0.7654771906920068,Fdi,0.01064291076612366,Schooling,-0.8015059932752849,Hiv/Aids,1.9796642735600547,Under-Five Deaths,-0.0016001012761651667,46.89078059164743
Adult Mortality & Measles & Schooling & Thinness 5-9 Years,0.752559492268,0.7805914481519045,Adult Mortality,-0.034257844032755946,Schooling,2.6091059612820544e-07,Thinness 5-9 Years,1.4647395748298657,Measles,-0.26060969408534906,58.546711714699896
Adult Mortality & Fdi & Percentage Expenditure & Schooling,0.752396480349082,0.7695088990362815,Adult Mortality,-0.034646846451409787,Fdi,0.008636856181745114,Schooling,0.00042506721043389373,Percentage Expenditure,1.5566584902244542,55.99556101659662
Adult Mortality & Military & Percentage Expenditure & Schooling,0.7520341948613337,0.7671054136480971,Adult Mortality,-0.03534056720992194,Schooling,-0.005216124194687923,Military,0.0003704771819325013,Percentage Expenditure,1.5682310235664383,55.98987994299515
Alcohol & Birth Per Woman & Hiv/Aids & Measles,0.7517691549103187,0.8265401476216298,Hiv/Aids,0.21864652725012215,Alcohol,-3.7317806438466863,Birth Per Woman,-0.6946137878336411,Measles,-5.379123754112314e-05,80.81883081101994
Hiv/Aids & Measles & Military & Schooling,0.7515962786840171,0.755670844123872,Schooling,-0.788569725523773,Hiv/Aids,2.2812945273156283e-05,Military,0.26331711221098736,Measles,2.0143994587364316,45.74597183131825
Adult Mortality & Gdp & Military & Schooling,0.7515835985587801,0.7697482715297712,Adult Mortality,-0.034172375564033464,Schooling,5.172215643880682e-05,Military,0.02183933149936834,Gdp,1.599015380072248,55.35111748749836
Adult Mortality & Fdi & Schooling & Under-Five Deaths,0.7512092358718812,0.7590806682909125,Adult Mortality,-0.03532708697221087,Fdi,0.009266527708212874,Schooling,1.6039518060516693,Under-Five Deaths,-0.0017071978037586089,55.961635577322824
Adult Mortality & Military & Population & Schooling,0.7507775149723674,0.7503466865081755,Adult Mortality,-0.035810584924223364,Schooling,0.09626942833998031,Military,-6.039821837111603e-10,Population,1.6465608732820798,55.27965600614924
Fdi & Hiv/Aids & Schooling & Total Expenditure,0.7506330779143952,0.7717150611015685,Fdi,0.01848380201754119,Schooling,-0.7934118163577994,Hiv/Aids,1.9291123294091763,Total Expenditure,0.14793100481610877,46.51789079349989
Adult Mortality & Diphtheria & Hepatitis B & Schooling,0.7505098564688965,0.773698486622904,Adult Mortality,-0.03420633063337752,Schooling,0.05064814726080269,Diphtheria,-0.009552581745077046,Hepatitis B,1.5668796194928958,52.56726450131049
Adult Mortality & Alcohol & Hepatitis B & Schooling,0.750441840346227,0.7545552739522722,Adult Mortality,-0.034884576361018715,Alcohol,0.02090932099683529,Schooling,0.006830885151806465,Hepatitis B,1.6571245429946186,54.52618698029546
Adult Mortality & Hepatitis B & Schooling & Under-Five Deaths,0.7503328210552647,0.7620658589199991,Adult Mortality,-0.036479677052175134,Schooling,0.008010743111308838,Under-Five Deaths,1.5390910034848226,Hepatitis B,-0.0018153446465389717,56.3001269415915
Adult Mortality & Percentage Expenditure & Schooling & Under-Five Deaths,0.7502232201251491,0.7828233514833003,Adult Mortality,-0.03516828480870122,Schooling,0.0003916384088595449,Under-Five Deaths,1.4914146191611868,Percentage Expenditure,-0.0030015129682335853,57.018754764323084
Hiv/Aids & Polio & Population & Schooling,0.7501766368458211,0.7702306731612475,Schooling,-0.8164797544607633,Population,0.022790342996126697,Hiv/Aids,3.798564483792344e-10,Polio,1.9151629940013344,45.70703430163404
Alcohol & Hiv/Aids & Infant Deaths & Schooling,0.7496405133180976,0.7602104067407043,Infant Deaths,-0.0011157953564379201,Alcohol,-0.8537115798745225,Schooling,-0.0013039936164296329,Hiv/Aids,1.9808543686554252,46.90744184885024
Adult Mortality & Measles & Population & Schooling,0.7495872811481226,0.7528210677931053,Adult Mortality,-0.03540262256563456,Schooling,-2.2837787639868073e-05,Population,-5.653643004601382e-10,Measles,1.6648848641521896,55.26699161670316
Birth Per Woman & Percentage Expenditure & Thinness 5-9 Years & Water,0.7495542443677223,0.6838351303147838,Thinness 5-9 Years,-1.9987757537089497,Water,0.0006530984521833198,Birth Per Woman,-0.38518590631059724,Percentage Expenditure,0.21084594292619088,59.100040245712
Hiv/Aids & Measles & Population & Schooling,0.7493896664542098,0.7622478442842264,Schooling,-0.780764329385314,Population,-3.994259356288471e-06,Hiv/Aids,-3.4008840150035686e-10,Measles,2.0012115660658947,46.44348907604228
Adult Mortality & Polio & Schooling & Thinness 1-19 Years,0.7493382434799694,0.788878017457951,Adult Mortality,-0.032404374959073556,Schooling,0.01694395178621716,Thinness 1-19 Years,1.4846120322673386,Polio,-0.25948882649962435,56.732032475448676
Adult Mortality & Schooling & Total Expenditure & Under-Five Deaths,0.7491625442197438,0.7601865979026748,Adult Mortality,-0.03550798549764621,Schooling,1.5963875688827063,Total Expenditure,-0.06269041480151383,Under-Five Deaths,-0.00351266955607743,56.54808209763547
Adult Mortality & Hepatitis B & Polio & Schooling,0.7486151588685149,0.7647104865316454,Adult Mortality,-0.035259486729701306,Schooling,0.004875147447440387,Polio,0.013153799882981071,Hepatitis B,1.6518054772483757,53.63985085540916
Adult Mortality & Alcohol & Population & Schooling,0.7483588879446477,0.7569370728121733,Adult Mortality,-0.03546052962282551,Alcohol,-0.012066391875937435,Schooling,-1.0534819527147077e-09,Population,1.6681857844469858,55.25100631951436
Alcohol & Hiv/Aids & Measles & Schooling,0.7479952319745373,0.7657740213372897,Schooling,-0.026339307273342577,Alcohol,-0.7990240127336096,Hiv/Aids,-8.124549125687608e-07,Measles,1.9987485218253473,46.699831903306105
Adult Mortality & Alcohol & Schooling & Total Expenditure,0.7475683979916885,0.7572854017647915,Adult Mortality,-0.0364414373611357,Alcohol,0.018556683168924337,Schooling,1.5957924249282425,Total Expenditure,-0.019928333204345172,56.340271354421745
Hiv/Aids & Population & Schooling & Under-Five Deaths,0.7464243946427648,0.7790380672482983,Schooling,-0.8176744574697736,Population,4.80034338656616e-09,Hiv/Aids,1.950296689625719,Under-Five Deaths,-0.003578011420848577,47.28034564104168
Adult Mortality & Schooling & Thinness 1-19 Years & Under-Five Deaths,0.7461413512374231,0.7975782278405968,Adult Mortality,-0.032762922997706695,Schooling,1.588384083627144,Thinness 1-19 Years,-0.21396994213309006,Under-Five Deaths,3.411338970149558e-05,56.53126396325243
Adult Mortality & Measles & Polio & Schooling,0.745790555119225,0.7741800584855153,Adult Mortality,-0.0352135049915737,Schooling,-7.795150309638545e-06,Polio,0.021984011627786314,Measles,1.6248343251933113,53.882180330150234
Adult Mortality & Measles & Schooling & Total Expenditure,0.7456670191102,0.7614525960635344,Adult Mortality,-0.03557053046874057,Schooling,-1.80855986667873e-05,Total Expenditure,1.595491519356448,Measles,-0.038175453118327686,56.30083559297481
Adult Mortality & Measles & Military & Schooling,0.7455153804548312,0.7641201093052088,Adult Mortality,-0.034844219152325905,Schooling,-1.933861426172724e-05,Military,0.034465879398095416,Measles,1.647159542071715,55.33420710928918
Hiv/Aids & Measles & Schooling & Under-Five Deaths,0.7453796334780457,0.7785004289373055,Schooling,-0.7878399701703314,Hiv/Aids,2.8105416768318264e-05,Under-Five Deaths,1.952105681628723,Measles,-0.0032872392527696533,47.28368581118261
