,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,y intercept
Measles & Percentage Expenditure,0.16346524241444205,0.19608302095273925,Measles,-3.532295451575297e-05,Percentage Expenditure,0.0018143658273322108,68.6255979283351
Percentage Expenditure & Population,0.16275380406318862,0.19601656267670278,Population,0.0019126818788697882,Percentage Expenditure,-3.052560971105215e-09,68.40646429941475
Measles & Thinness 5-9 Years,0.26958543874496654,0.19228281533424563,Thinness 5-9 Years,-1.2289054338732932e-07,Measles,-1.0314285212440322,74.8085762278618
Alcohol & Status Developed,0.2503845620473307,0.19158524455291348,Alcohol,0.5981737019059064,Status Developed,6.957359092216084,65.72682162969261
Alcohol & Measles,0.17646776940243192,0.1874795993209977,Measles,0.9289066341936159,Alcohol,-3.949209638407498e-05,65.10503859135365
Gdp & Hepatitis B,0.2563265723847541,0.18724355512052981,Gdp,0.00035619598278270674,Hepatitis B,0.07896689977614893,61.43135916002576
Military & Status Developed,0.1973965084591437,0.18466020790508597,Military,0.2303617346762219,Status Developed,10.221716893810001,68.1149119318274
Gdp & Percentage Expenditure,0.20346976213537804,0.1841078716904081,Gdp,0.00047007376703310424,Percentage Expenditure,-0.0007842575578553072,67.7443448745929
Gdp & Under-Five Deaths,0.23946444031742367,0.1838279196042758,Gdp,0.0003290078224872604,Under-Five Deaths,-0.007957380680690889,68.33290115641731
Military & Thinness 1-19 Years,0.26570440668961404,0.18053215406174927,Military,0.21253091606004307,Thinness 1-19 Years,-1.086212818733238,74.43493344871564
Alcohol & Military,0.18014507645504207,0.17853528225851423,Military,0.976211502787196,Alcohol,0.3530862733328837,64.28496444597897
Alcohol & Infant Deaths,0.20439342647958378,0.17816547210499156,Alcohol,0.9174250449255258,Infant Deaths,-0.009691520357492605,65.71871135764493
Fdi & Percentage Expenditure,0.17702613114645482,0.17806383935538528,Fdi,0.031111261733457143,Percentage Expenditure,0.001836436672015338,68.18235935838365
Diphtheria & Measles,0.1481360750562667,0.17570679756263666,Diphtheria,0.16011501289864383,Measles,-5.7599454732103116e-05,56.387032351398645
Gdp & Population,0.2046683964488606,0.17316008349778203,Population,0.00034585590456625036,Gdp,-3.3189550430065386e-09,67.8134751414219
Alcohol & Under-Five Deaths,0.21745504959590156,0.1675228954835215,Under-Five Deaths,0.9284769335970513,Alcohol,-0.008030847059339612,65.66096461155566
Alcohol & Hepatitis B,0.2286433955076158,0.16474024784018615,Hepatitis B,0.9331257970629152,Alcohol,0.060581686487091155,60.5319587051612
Fdi & Gdp,0.21590283153614176,0.1645259248062264,Fdi,0.0253702240325502,Gdp,0.00032639468615038394,67.60716163774424
Measles & Status Developed,0.21542232972001965,0.16413654202044836,Measles,-4.078522094194746e-05,Status Developed,10.790853420323577,68.02920767323596
Alcohol & Total Expenditure,0.19702121260796723,0.16218701761736776,Total Expenditure,0.9459153230786682,Alcohol,0.27192034105132074,63.55374444339174
Diphtheria & Fdi,0.16595418202860035,0.16023284864247778,Fdi,0.1690301101638355,Diphtheria,0.046985540306619125,55.20249213775461
Military & Percentage Expenditure,0.1731457524063521,0.15959511546679597,Military,0.17584320301237522,Percentage Expenditure,0.0020594315576524564,68.00182530688927
Polio & Population,0.12108162559740733,0.155380262052358,Population,0.1367879761116813,Polio,-1.9251219639904406e-09,58.5530047150433
Measles & Polio,0.12598775418574137,0.15443797188557085,Polio,-4.636972853031181e-05,Measles,0.13483067173447455,58.80561301196524
Polio & Total Expenditure,0.14746854731315118,0.15379901446153899,Total Expenditure,0.1470485863977777,Polio,0.4221640895476139,54.907446154221816
Diphtheria & Polio,0.18782423666572823,0.1434523065672149,Diphtheria,0.11876201725960044,Polio,0.08291636480622157,52.86287147440365
Fdi & Polio,0.1375916218301979,0.1420341586176619,Fdi,0.03439454167990545,Polio,0.13804757310429888,58.281720601906244
Infant Deaths & Polio,0.14990649181386317,0.13629581292377813,Polio,-0.007947963373044794,Infant Deaths,0.13850740369577266,58.69316628307325
Hepatitis B & Polio,0.13534060177582607,0.1329789692086304,Polio,0.024850859429603484,Hepatitis B,0.13147721549867203,56.92144303474782
Polio & Under-Five Deaths,0.15794236374504256,0.13046662134307996,Polio,0.13220925346817425,Under-Five Deaths,-0.00799068267375271,59.122740752081924
Infant Deaths & Percentage Expenditure,0.2069751235500286,0.12758542726506505,Percentage Expenditure,-0.015248458374585622,Infant Deaths,0.0018744630819951004,69.07425855736052
Diphtheria & Hepatitis B,0.16012870003856272,0.12011589071573993,Diphtheria,0.17348641221487807,Hepatitis B,0.002325793570163445,54.82927164064453
Diphtheria & Population,0.16028158538587267,0.11462358672786699,Population,0.17737653061483016,Diphtheria,-2.4564962430409094e-10,54.56344637137313
Diphtheria & Military,0.16721453139230302,0.10198927291163007,Military,0.17699934755553634,Diphtheria,-0.14755852815750237,55.35787695063839
Hepatitis B & Total Expenditure,0.06865094966624952,0.095548215066386,Total Expenditure,0.06469348793115576,Hepatitis B,0.6359325476233298,61.039118546929316
Infant Deaths & Under-Five Deaths,0.1480056882356553,0.09268705686986634,Under-Five Deaths,0.28838576584784226,Infant Deaths,-0.22396019412648208,70.44597776248257
Fdi & Under-Five Deaths,0.04553355544344906,0.09090886709683532,Fdi,0.03722633290623137,Under-Five Deaths,-0.009733405356267011,70.10616617757108
Diphtheria & Infant Deaths,0.18754254845547813,0.08895170097248328,Diphtheria,0.1682725352443646,Infant Deaths,-0.011038790392541737,55.96969849472719
Military & Polio,0.1417093284262646,0.08469002145261562,Military,-0.06184575988362975,Polio,0.14762473907409074,57.883456071941495
Diphtheria & Under-Five Deaths,0.1935951233962452,0.08459460944755816,Diphtheria,0.1740245300050965,Under-Five Deaths,-0.008316750779362754,55.38866131507174
Measles & Total Expenditure,0.023218340696692485,0.06735611218254,Total Expenditure,-5.488797794224546e-05,Measles,0.498208400467877,67.00786595141889
Infant Deaths & Total Expenditure,0.05670649301861985,0.06709122889426045,Total Expenditure,-0.00929323860189634,Infant Deaths,0.6308271399106169,66.38382063137753
Hepatitis B & Under-Five Deaths,0.07878078111302877,0.06670384494667625,Under-Five Deaths,0.0712246124220673,Hepatitis B,-0.008456979622898233,64.48203986541843
Hepatitis B & Population,0.04596134904874161,0.06455159334716043,Population,0.07224419758233197,Hepatitis B,-4.869782609306626e-10,64.24790756700946
Military & Under-Five Deaths,0.03988793285506076,0.06373749331674672,Military,-0.024654926302856747,Under-Five Deaths,-0.009786763603450589,70.39733951126463
Population & Under-Five Deaths,0.06805611006253232,0.06131327686121124,Population,2.1721475862759565e-08,Under-Five Deaths,-0.018011047812975727,70.54242915540912
Measles & Under-Five Deaths,0.0425838920125059,0.057648013713550994,Under-Five Deaths,3.1173474620527526e-05,Measles,-0.010654433283494023,70.35573821333149
Total Expenditure & Under-Five Deaths,0.07407852907926582,0.0503917153410226,Total Expenditure,0.5652709817137844,Under-Five Deaths,-0.011121073849715507,66.94467763981925
Fdi & Total Expenditure,0.042461045546280385,0.047233659358642766,Fdi,0.03755820396790954,Total Expenditure,0.6253683239493188,65.81545546027311
Hepatitis B & Military,0.054450178158593536,0.04374629176568268,Military,0.08104481792781852,Hepatitis B,-0.2800361771840637,63.9892309105829
Hepatitis B & Measles,0.05852560157274155,0.042274367391763934,Measles,0.08026456179968144,Hepatitis B,-4.5025736528159104e-05,63.60186429304217
Fdi & Infant Deaths,0.049208828113146974,0.038246810731214935,Fdi,0.03420863143127738,Infant Deaths,-0.013733862718501272,70.01068846648684
Infant Deaths & Measles,0.03638411794502483,0.03725533670364101,Measles,-0.012957379280757707,Infant Deaths,7.202474657204192e-06,70.32174662458708
Infant Deaths & Military,0.037211699624793204,0.034115875515738914,Military,-0.012716009842991255,Infant Deaths,-0.11521183362896667,70.52013384901487
Population & Total Expenditure,0.03355818446442993,0.03305504008388027,Population,-2.1661409813553565e-09,Total Expenditure,0.7086974329222118,65.49322380485057
Hepatitis B & Infant Deaths,0.08135958683888311,0.029664023470197032,Hepatitis B,0.07041308421941753,Infant Deaths,-0.013086194479711887,64.72660974232903
Fdi & Hepatitis B,0.07698780391327942,0.022603139224313673,Fdi,0.03664442361615523,Hepatitis B,0.09188430013516556,62.319490008442585
Fdi & Population,0.013832803622915502,0.01638027126481234,Fdi,0.0408531664577617,Population,-4.997577393820421e-09,69.64281950669532
Measles & Population,0.004924557296832166,0.012673139268229106,Population,-5.3506713246066964e-05,Measles,-1.3908046917086309e-09,69.95962594527224
Fdi & Measles,0.023891141074162903,0.01053608552755314,Fdi,0.041443128582001415,Measles,-7.069446869886951e-05,69.80424797289936
Military & Total Expenditure,0.04068524819136721,0.010444191560193161,Military,0.05303438809726923,Total Expenditure,0.8053006360301932,64.90739650815689
Fdi & Military,0.014459991461563737,0.010160424538384394,Military,0.04121847723777063,Fdi,-0.18741826457953065,70.00858555980012
Infant Deaths & Population,0.06379821274221786,0.007388242499933196,Population,-0.025454315643503016,Infant Deaths,2.2081410197908536e-08,70.51918447401809
Military & Population,0.0017742868587123928,-0.0004944700931894808,Military,-0.03864486491770305,Population,-5.544773614108996e-09,70.09235354521046
Measles & Military,0.009936631818485475,-0.0009335388688498369,Military,-7.397702712116458e-05,Measles,-0.23217369269877888,70.48368972863464
