,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,Other Variable2,Coefficent3,Other Variable3,Coefficent4,y intercept
Birth Per Woman & Fdi & Military & Population,0.6215548381635896,0.6392556907292342,Fdi,-4.805622336087996,Birth Per Woman,0.015477395608623273,Military,0.19255248070973882,Population,-3.6161653678758297e-09,83.28385019925506
Alcohol & Gdp & Military & Schooling,0.5782128822882496,0.5157474145252086,Alcohol,-0.26772813146612406,Schooling,0.00010806263088022914,Military,0.016699053292800664,Gdp,2.451264364357071,40.24324537582896
Fdi & Gdp & Population & Schooling,0.5714674853648736,0.5304195302899586,Fdi,0.018395313591337368,Schooling,9.822660031549365e-05,Population,1.4779011596528724e-09,Gdp,2.2045231105025302,41.82028930938115
Fdi & Military & Percentage Expenditure & Schooling,0.5680284614224241,0.5453219783764598,Percentage Expenditure,0.019209519895370453,Fdi,0.2855310618903925,Military,0.0005482124568837465,Schooling,2.1932463834131277,41.69665256295813
Gdp & Military & Percentage Expenditure & Schooling,0.5665302762286638,0.5372295672206577,Percentage Expenditure,6.45487985556816e-05,Schooling,0.13758493487192197,Military,0.0002065908043696807,Gdp,2.194063063919647,41.86255189562873
Military & Percentage Expenditure & Population & Schooling,0.5658151978636267,0.5360683205417512,Percentage Expenditure,0.10755707674507348,Schooling,0.0005053710734220469,Military,1.0331541267442908e-09,Population,2.2923443099066647,40.92644384514486
Gdp & Military & Population & Schooling,0.5620721244113738,0.5547946773948209,Schooling,9.487641722412308e-05,Population,0.1948182778227584,Military,1.51464425300606e-09,Gdp,2.213962474048806,41.44322692997723
Alcohol & Gdp & Schooling & Total Expenditure,0.5599125090882491,0.5748252183907115,Alcohol,-0.201959782144723,Total Expenditure,0.00010242534985621607,Schooling,2.3289372413463747,Gdp,-0.05172749453330596,41.57585184383308
Fdi & Percentage Expenditure & Schooling & Total Expenditure,0.5597441861316182,0.5645228882787129,Percentage Expenditure,0.01948410834991776,Total Expenditure,0.0005450951736390398,Fdi,2.206750139845228,Schooling,-0.12704718369686127,42.644538257875354
Fdi & Gdp & Military & Schooling,0.5597342341072755,0.5673120780927557,Fdi,0.021501490599429622,Schooling,7.600058004369555e-05,Military,0.25255662971376386,Gdp,2.1379890817543745,42.422665984362055
Fdi & Population & Schooling & Total Expenditure,0.5589912715568068,0.5226022484400944,Fdi,0.01893851712058935,Total Expenditure,9.860947529394197e-10,Schooling,2.324337768097494,Population,-0.02489140656024261,41.376582048175706
Military & Population & Schooling & Total Expenditure,0.5581896124259208,0.5130876134500335,Schooling,0.15270904072933952,Total Expenditure,1.225087733726798e-09,Military,2.442135878872981,Population,-0.008341210099405796,39.3264518174778
Alcohol & Fdi & Military & Schooling,0.5581811765652733,0.5363360635584209,Alcohol,-0.12143382337807335,Fdi,0.029704533539470192,Military,0.1489544764126912,Schooling,2.453474347721971,39.664868361048214
Fdi & Percentage Expenditure & Population & Schooling,0.5574716594303235,0.5735825586208703,Percentage Expenditure,0.01766820126642982,Fdi,0.0006387743946781961,Schooling,2.4301876932526666e-09,Population,2.2274293482965644,41.57704229104073
Gdp & Percentage Expenditure & Schooling & Total Expenditure,0.5553896600373086,0.5723662221394511,Percentage Expenditure,0.00010143321224661426,Total Expenditure,-6.0503247681837286e-05,Schooling,2.229248732753663,Gdp,-0.040278945594850055,41.88228264884457
Fdi & Military & Population & Schooling,0.555222058890569,0.5376919883893798,Fdi,0.029911540753268653,Schooling,0.1300827992636892,Military,1.9704181180905195e-09,Population,2.403488110388645,39.71095736199082
Gdp & Military & Schooling & Total Expenditure,0.5548677223183651,0.5771209174286707,Schooling,8.633364297654291e-05,Total Expenditure,0.1622016841036624,Military,2.182627675704669,Gdp,-0.07616431968366084,42.554986257260694
Gdp & Percentage Expenditure & Population & Schooling,0.5547182336236249,0.5706022552252172,Percentage Expenditure,8.522821435516367e-05,Schooling,5.769998972729114e-05,Population,1.7773000663705893e-09,Gdp,2.1656847131245835,42.304025686359246
Alcohol & Gdp & Population & Schooling,0.5522651399800729,0.5964750191860622,Alcohol,-0.19182556691677818,Schooling,0.00010631556397218493,Population,1.798076185460913e-09,Gdp,2.388140059987586,40.43455975748228
Alcohol & Military & Population & Schooling,0.549387224175047,0.5461006351931115,Alcohol,-0.10826229586952478,Schooling,0.14318897418792437,Military,1.5974457904782555e-09,Population,2.447083515397453,40.037943305070506
Alcohol & Fdi & Population & Schooling,0.5492762166608138,0.5628436807636141,Alcohol,-0.12603392347531778,Fdi,0.020237678624829586,Schooling,1.354112863293613e-09,Population,2.5045017907288827,39.42377759134945
Alcohol & Fdi & Gdp & Schooling,0.5487066476606597,0.6166666447521838,Alcohol,-0.19049776580194847,Fdi,0.025560501075021128,Schooling,0.00011105415979067796,Gdp,2.271428271871362,41.7441906351331
Fdi & Gdp & Schooling & Total Expenditure,0.5480267111933219,0.6061325798378736,Fdi,0.01895818034380395,Total Expenditure,9.226343393468738e-05,Schooling,2.183978343737225,Gdp,-0.1019396062635496,42.68452807410817
Fdi & Gdp & Percentage Expenditure & Schooling,0.5474923315597653,0.5993594761760161,Percentage Expenditure,0.03455454148269534,Fdi,7.723686918155625e-05,Schooling,0.00012055943692828925,Gdp,2.1338661838299053,42.563202796239196
Gdp & Population & Schooling & Total Expenditure,0.547407140471986,0.5930088316634949,Schooling,0.00010014935818596925,Total Expenditure,1.564780531642542e-09,Population,2.1817597699904683,Gdp,-0.10539778708177058,42.910818741451294
Alcohol & Military & Schooling & Total Expenditure,0.5471593315959038,0.5562562964341821,Alcohol,-0.10002634531193799,Total Expenditure,0.09486365826571894,Military,2.450240773600817,Schooling,0.016186887902973252,39.798721947071925
Alcohol & Population & Schooling & Total Expenditure,0.5469611636944612,0.5466467187155549,Alcohol,-0.18008765930614942,Total Expenditure,1.459894814871397e-09,Schooling,2.5224337408987125,Population,-0.04036114232262504,39.60120420817732
Percentage Expenditure & Population & Schooling & Total Expenditure,0.546248883525701,0.5921357074947178,Percentage Expenditure,0.0005373026820825492,Total Expenditure,2.284942085937876e-09,Schooling,2.1853528401767206,Population,-0.08733579114639732,42.750237587847266
Fdi & Military & Schooling & Total Expenditure,0.542689205456719,0.5752792457579822,Fdi,0.018554017508395648,Total Expenditure,0.08199034673743005,Military,2.3619722866535278,Schooling,-0.020401580584188093,40.50027023772252
Military & Percentage Expenditure & Schooling & Total Expenditure,0.5421285125847894,0.6114640086675689,Percentage Expenditure,0.024881912986010283,Total Expenditure,0.0005394379858403178,Military,2.278352296353558,Schooling,-0.08150192840525324,41.68949048994433
Alcohol & Fdi & Schooling & Total Expenditure,0.5403904572982459,0.585640758415787,Alcohol,-0.14873403237196323,Total Expenditure,0.02587761059530625,Fdi,2.417311161460559,Schooling,-0.07120434669091273,40.91815082623542
Alcohol & Fdi & Gdp & Military,0.2913744885666547,0.18787756226448293,Alcohol,0.6337174003063174,Fdi,0.01945278481046557,Military,0.00027970598283482036,Gdp,0.12813414335958054,64.71554102183511
Alcohol & Gdp & Military & Total Expenditure,0.2892168670494959,0.20806050112263297,Alcohol,0.6815697428115511,Total Expenditure,0.0002075205048592455,Military,0.3525284436798974,Gdp,0.34736595231779316,62.67831945257934
Alcohol & Gdp & Population & Total Expenditure,0.27857970305172186,0.23223272215093027,Alcohol,0.6163774764066405,Total Expenditure,0.00023154333253684261,Population,7.13963621578303e-10,Gdp,0.27339787535080234,63.504238264633294
Alcohol & Gdp & Military & Population,0.27090762794017786,0.250065586038557,Alcohol,0.6112489951312939,Population,0.00023201418736321642,Military,0.23308257140493546,Gdp,-9.188410266734855e-10,64.96984909357795
Alcohol & Fdi & Gdp & Total Expenditure,0.26879968744187166,0.27964303160243087,Alcohol,0.5304382336060521,Total Expenditure,0.02254299638852909,Fdi,0.00024098837592851236,Gdp,0.28287126513284144,63.8489723597492
Alcohol & Fdi & Gdp & Population,0.2684532810657564,0.26303167838173636,Alcohol,0.7010325112809325,Fdi,0.02043027962385475,Population,0.00020692899791172262,Gdp,-3.184360268990933e-10,64.94227746888025
Gdp & Percentage Expenditure & Population & Total Expenditure,0.23416924196220468,0.1372961250704391,Percentage Expenditure,0.00047151414066134924,Total Expenditure,-0.0009444381229881039,Population,-1.1547110663050612e-09,Gdp,0.37551287855359566,65.4767062370996
Fdi & Gdp & Percentage Expenditure & Total Expenditure,0.2309485037672002,0.1692839676483996,Percentage Expenditure,0.017195985773916206,Total Expenditure,0.00046743042067810717,Fdi,-0.0009345714669356652,Gdp,0.3661467597877239,65.45880881895266
Gdp & Military & Percentage Expenditure & Total Expenditure,0.22901382024202346,0.14099090414643234,Percentage Expenditure,0.0006251405895213667,Total Expenditure,-0.045572124269900885,Military,-0.0019111119317280192,Gdp,0.44250196246354967,64.88236161343733
Fdi & Gdp & Population & Total Expenditure,0.21705935990435576,0.20088802220816615,Fdi,0.018522274186532937,Total Expenditure,0.00031303721117830494,Population,-1.057772839003269e-09,Gdp,0.4867679341068912,65.03540180983592
Alcohol & Fdi & Military & Total Expenditure,0.2159656644948168,0.12746612002339008,Alcohol,0.9436681507438173,Total Expenditure,0.026380761148911573,Military,0.45052304023589945,Fdi,0.38787378614977724,61.79106614591184
Fdi & Gdp & Military & Total Expenditure,0.21523473526768602,0.20072469649049918,Fdi,0.02162679010650058,Total Expenditure,0.00033791625641189026,Military,-0.05814149099089689,Gdp,0.43748012032489103,65.24266220167085
Gdp & Military & Population & Total Expenditure,0.21259626306173893,0.19580190798585848,Population,0.0003319067132295843,Total Expenditure,0.046389409926107204,Military,-3.5146903290047185e-10,Gdp,0.46604128814870455,65.07684832541528
Fdi & Gdp & Military & Population,0.21235584705792865,0.17686420180971651,Fdi,0.026351418331911534,Population,0.00033023593639042924,Military,0.013582424663726207,Gdp,-1.705004766752772e-09,67.62130599159903
Fdi & Gdp & Military & Percentage Expenditure,0.2059197765871521,0.19568485893679266,Percentage Expenditure,0.024871056349563797,Fdi,0.0003886057457863178,Military,-0.021727164418846128,Gdp,-0.0005078571567535686,67.87762278279946
Fdi & Gdp & Percentage Expenditure & Population,0.20588402466701616,0.19946854234173572,Percentage Expenditure,0.02838532251161424,Fdi,0.0004213802960403011,Population,-0.0008112232977161689,Gdp,-2.691262219552518e-09,67.87320106339565
Fdi & Military & Percentage Expenditure & Total Expenditure,0.20477226159957418,0.13694775059459807,Percentage Expenditure,0.029420823904931084,Total Expenditure,-0.09042495087379375,Military,0.0019017000172055745,Fdi,0.5163486714316106,65.17139850043124
Gdp & Military & Percentage Expenditure & Population,0.19593833445415543,0.20367812233520355,Percentage Expenditure,0.0004321186983841637,Population,-0.00946258567731082,Military,-0.000839089754534924,Gdp,-2.1088758753801335e-09,67.63337747087161
Alcohol & Military & Population & Total Expenditure,0.1849920528875415,0.2074581709984371,Alcohol,0.903548802994833,Total Expenditure,0.08570271010921986,Military,6.466164197660037e-10,Population,0.36683033615413113,62.91469320836204
Fdi & Military & Percentage Expenditure & Population,0.18403970680575188,0.15935272467433936,Percentage Expenditure,0.03255954387868283,Fdi,0.06849692515068094,Military,0.0019950093761405803,Population,-2.1202284484958326e-09,67.92605949619343
Alcohol & Fdi & Military & Population,0.1834131835015781,0.19768805379199292,Alcohol,0.941363766703743,Fdi,0.033377240426331195,Military,0.45608064016214045,Population,-5.944209599080182e-10,64.10600678096863
Fdi & Percentage Expenditure & Population & Total Expenditure,0.18336072328072928,0.19921327440386571,Percentage Expenditure,0.0337494240522564,Total Expenditure,0.0017671423179238005,Fdi,-3.1116808350552754e-10,Population,0.44486746853218745,65.7249147083073
Military & Percentage Expenditure & Population & Total Expenditure,0.18146129013330925,0.18744713602179675,Percentage Expenditure,0.16927139738310298,Total Expenditure,0.0019279848538433927,Military,-2.158801852153813e-09,Population,0.43208102316245683,65.53043374306304
Alcohol & Fdi & Population & Total Expenditure,0.15681276436668912,0.2890033846693276,Alcohol,0.7739041051141935,Total Expenditure,0.03189380939402427,Fdi,-5.745626331043534e-10,Population,0.3729197611681147,63.58580974311221
Fdi & Military & Population & Total Expenditure,0.0381693278181926,0.060638079537551515,Fdi,0.03495773031501307,Total Expenditure,-0.13554173286137924,Military,-2.1347187557293965e-09,Population,0.5799737776127857,66.31068427348549
