,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,Other Variable2,Coefficent3,y intercept
Hepatitis B & Infant Deaths & Under-Five Deaths,0.1399037340673811,0.19754619096419992,Infant Deaths,0.038827244388243566,Under-Five Deaths,0.23390162636901146,Hepatitis B,-0.1814687331080343,67.40086951821516
Hepatitis B & Measles & Thinness 1-19 Years,0.27905799744698034,0.19727261273034646,Measles,0.05729481667061328,Thinness 1-19 Years,6.93359937838953e-05,Hepatitis B,-0.9629886881712811,69.9603480058183
Measles & Thinness 1-19 Years & Under-Five Deaths,0.264192109263761,0.1921161080456495,Under-Five Deaths,-2.8431549414642e-05,Thinness 1-19 Years,-1.1350364633157428,Measles,0.00656604413769557,74.86112157854164
Diphtheria & Hepatitis B & Polio,0.17094862296830093,0.18370635487493614,Diphtheria,0.12000628891330316,Polio,-0.010607491638102436,Hepatitis B,0.0749681276510567,54.506620508997955
Diphtheria & Polio & Under-Five Deaths,0.19429015056281573,0.18167513317356965,Diphtheria,0.11743543597002447,Polio,0.06707696199527602,Under-Five Deaths,-0.006963130242870742,54.51504083147276
Diphtheria & Infant Deaths & Polio,0.19066783305753454,0.17852904011310533,Infant Deaths,0.11338443262977266,Diphtheria,-0.006693894413166507,Polio,0.07729927267600745,54.144000380721124
Infant Deaths & Measles & Thinness 5-9 Years,0.2808488824690101,0.17007620151137237,Infant Deaths,0.004245335548699447,Thinness 5-9 Years,-3.670221088017899e-05,Measles,-1.1269451382666313,75.13802802365021
Diphtheria & Measles & Under-Five Deaths,0.17085899458111242,0.16776146731090325,Diphtheria,0.1599532039596134,Under-Five Deaths,3.134715608972083e-05,Measles,-0.009306116228436053,56.54493653683503
Hepatitis B & Polio & Under-Five Deaths,0.15384798831836488,0.15546049816503885,Polio,0.014904655134151122,Under-Five Deaths,0.1212048242545191,Hepatitis B,-0.00761202369310271,58.95901620916948
Infant Deaths & Polio & Under-Five Deaths,0.22204755387163178,0.14187313579897232,Infant Deaths,0.21989295085500948,Polio,0.12238627885938674,Under-Five Deaths,-0.16961930838598502,59.64728624981783
Infant Deaths & Measles & Under-Five Deaths,0.13478247421376344,0.13696952706166976,Infant Deaths,0.2930970233721001,Under-Five Deaths,-6.399613025867903e-05,Measles,-0.22513260207053246,70.80577103122579
Diphtheria & Hepatitis B & Under-Five Deaths,0.18383289996514507,0.13430048136425599,Diphtheria,0.16518571000370025,Under-Five Deaths,-0.014576400500258612,Hepatitis B,-0.008890999520043965,57.44295811535577
Diphtheria & Hepatitis B & Measles,0.16266688155874298,0.13248047349206615,Diphtheria,0.1736633013207291,Measles,0.0006290956645520841,Hepatitis B,-3.1043342075457825e-05,55.25064237032741
Hepatitis B & Infant Deaths & Polio,0.1554210642147592,0.12597284614891757,Infant Deaths,0.007197986325055161,Polio,-0.011232636387813487,Hepatitis B,0.12551929973970388,59.305175349500765
Measles & Polio & Under-Five Deaths,0.16044099322513528,0.12314909780617544,Polio,-2.747639716837219e-09,Under-Five Deaths,0.14514101982065575,Measles,-0.0073491614058914245,58.087865262946316
Infant Deaths & Measles & Polio,0.15292237479488813,0.11767999713275967,Infant Deaths,-0.008435806216499477,Polio,-2.92084486949451e-05,Measles,0.13290909254818273,59.387587293326774
Diphtheria & Hepatitis B & Infant Deaths,0.18286605789106247,0.11572070349435803,Infant Deaths,0.17539048034039553,Diphtheria,-0.0015394510074346395,Hepatitis B,-0.008636773326256834,55.427166389935444
Diphtheria & Measles & Polio,0.1877319789981211,0.11510495707552759,Diphtheria,0.10995583360337674,Polio,-5.847939450314191e-05,Measles,0.08346790263390026,53.37090641128604
Hepatitis B & Measles & Polio,0.14113390772515566,0.11288793746737624,Polio,0.03302817525777695,Measles,-3.2783024240028266e-05,Hepatitis B,0.1246830671658337,56.75928063734081
Hepatitis B & Measles & Under-Five Deaths,0.06675770423465688,0.10973631717913268,Under-Five Deaths,0.06113054953036874,Measles,2.5754950367587752e-05,Hepatitis B,-0.008258210415906176,65.39102042056875
Diphtheria & Infant Deaths & Measles,0.18209191444343076,0.10789120960199995,Infant Deaths,0.16809612979172553,Diphtheria,-0.010755576658803277,Measles,2.1243955566350656e-05,55.89925231561445
Hepatitis B & Infant Deaths & Measles,0.07174312039069297,0.04751008086266417,Infant Deaths,0.07075797062375998,Measles,-0.009294081364382614,Hepatitis B,2.283490089137301e-05,64.31926999605713
