,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,y intercept
Fdi & Percentage Expenditure,0.1842990565276823,0.1577568548782491,Fdi,0.03119008498944645,Percentage Expenditure,0.001948415778802733,68.21788866536428
Alcohol & Fdi,0.19619301292349245,0.15752455291168133,Fdi,0.9659777647271218,Alcohol,0.0287344434523337,64.94718652825809
Diphtheria & Measles,0.15214056286326927,0.15496413292054834,Diphtheria,0.1683407854061874,Measles,-9.066388678719628e-05,55.730460974764775
Measles & Percentage Expenditure,0.17981902476512213,0.15406835332571978,Measles,-5.0336365279047224e-05,Percentage Expenditure,0.001996677145319604,68.51027789203243
Polio & Total Expenditure,0.14973464865729635,0.153981881817687,Total Expenditure,0.1377631445451909,Polio,0.5279360371862499,55.2606236535252
Polio & Population,0.12538058446161915,0.14395819252902065,Population,0.14430023846588272,Polio,-1.5506478576775097e-09,57.77242143467885
Diphtheria & Hepatitis B,0.1542412573536377,0.13911137159623377,Diphtheria,0.17004456799735065,Hepatitis B,0.005776924731695032,55.13478258269201
Diphtheria & Infant Deaths,0.17618647400535958,0.1297782328310665,Diphtheria,0.17119068096392237,Infant Deaths,-0.006823005103961469,55.745988464722245
Diphtheria & Polio,0.19317572444902353,0.12583696231588193,Diphtheria,0.12136319010320976,Polio,0.07957072916669186,53.07237157876254
Infant Deaths & Under-Five Deaths,0.13862247522969384,0.1224857320998708,Under-Five Deaths,0.25920670282500996,Infant Deaths,-0.20266960101622208,70.31353542716545
Fdi & Polio,0.14720800573167236,0.11049676714937073,Fdi,0.032941148361562256,Polio,0.1457789084371685,57.311288995084006
Diphtheria & Military,0.1642670746362589,0.1093131234754845,Diphtheria,0.1817916472739835,Military,0.06105545777694918,54.361224110694906
Population & Under-Five Deaths,0.05382192352484583,0.09707850741894808,Population,1.853058024392915e-08,Under-Five Deaths,-0.014525331536809934,70.39545962512237
Military & Polio,0.1349362416013692,0.09233206623622658,Polio,-0.03424479227407355,Military,0.15789713887062523,56.41449035381847
Total Expenditure & Under-Five Deaths,0.06292047029409586,0.08371350367048959,Total Expenditure,0.5353451271352809,Under-Five Deaths,-0.009146468892735373,67.1907791489514
Hepatitis B & Total Expenditure,0.07572364187572378,0.0812760461678992,Total Expenditure,0.07627314810293204,Hepatitis B,0.6215463500166806,60.02642630116044
Hepatitis B & Infant Deaths,0.06705358106813486,0.08066564125331033,Hepatitis B,0.06669671034467617,Infant Deaths,-0.0094861154870996,64.87240093207832
Diphtheria & Fdi,0.1879939013961257,0.07893329288908657,Fdi,0.18507717425089565,Diphtheria,0.03902124748589336,53.735714540293785
Hepatitis B & Under-Five Deaths,0.07873685665998931,0.07305806315640617,Under-Five Deaths,0.05980289618921162,Hepatitis B,-0.00910077134613555,65.71721255710177
Infant Deaths & Polio,0.16270231178707295,0.07079678492623331,Polio,-0.008342635969046747,Infant Deaths,0.15170654301980138,57.19543404993069
Fdi & Under-Five Deaths,0.0532261996785357,0.06940143651270736,Fdi,0.03588060286672635,Under-Five Deaths,-0.01026367065959506,70.23125808770156
Hepatitis B & Population,0.03651848473218511,0.06788178557383051,Population,0.06545673495886761,Hepatitis B,-1.204183925757349e-09,65.0369060031924
Infant Deaths & Population,0.04730929109391291,0.0624869217527636,Population,-0.018964572723333947,Infant Deaths,1.6793794755714238e-08,70.22974863886084
Fdi & Hepatitis B,0.06515035380128287,0.061231483544179406,Fdi,0.046302696695800935,Hepatitis B,0.07805723791578381,63.433755182174025
Military & Total Expenditure,0.02423541168831933,0.06065568018231571,Total Expenditure,-0.04945235632768944,Military,0.6091671357871512,66.2515711802007
Fdi & Total Expenditure,0.03857836650573332,0.05692762562639697,Fdi,0.04041506601558551,Total Expenditure,0.6548985843852834,65.51084159198177
Infant Deaths & Total Expenditure,0.06153108302013943,0.04704898881398556,Total Expenditure,-0.009728370892419586,Infant Deaths,0.6720610851162377,66.02543616074168
Fdi & Infant Deaths,0.04964198664689145,0.04250368160945994,Fdi,0.03722690824315781,Infant Deaths,-0.012862889044873663,70.14795690062688
Hepatitis B & Polio,0.16158504951168762,0.04153486597423961,Polio,0.026585037796650494,Hepatitis B,0.14434298786716482,55.627481843450084
Hepatitis B & Military,0.05544590164737162,0.0413338916003535,Hepatitis B,0.08373147536859803,Military,-0.166516865021747,63.49706576799994
Measles & Under-Five Deaths,0.04782341528897549,0.041155959337013326,Under-Five Deaths,5.994941986744134e-06,Measles,-0.012062987402249859,70.57253814673444
Infant Deaths & Measles,0.034649504491896965,0.0357527609919388,Measles,-0.013502694040307423,Infant Deaths,5.0011016282076286e-05,70.30409464797506
Infant Deaths & Military,0.034460171136497464,0.027417657704522425,Infant Deaths,-0.011386446148951708,Military,-0.1431208775084211,70.88988263146837
Military & Under-Five Deaths,0.05255450928869598,0.024203921257830108,Under-Five Deaths,0.04164917414330048,Military,-0.012155065093259197,70.53778817933033
Measles & Total Expenditure,0.043097866605910196,0.02146104178798125,Total Expenditure,-4.328607834957261e-05,Measles,0.7774778474038716,65.30344708355767
Hepatitis B & Measles,0.06182737504844704,0.020950840537263152,Measles,0.08057361284218283,Hepatitis B,-6.671025458082948e-05,63.88521230897115
Population & Total Expenditure,0.03970402749374302,0.017784308731519705,Population,-2.088128903752772e-09,Total Expenditure,0.7818692913826116,65.24515750233782
Fdi & Measles,0.021263768820508844,0.014127467570844043,Fdi,0.040342934350568876,Measles,-8.218845149493694e-05,69.93885293982527
Fdi & Military,0.013815980496309499,0.009535683991536814,Fdi,0.039377848037967636,Military,-0.30037703192284965,70.1198355655844
Measles & Military,0.008701093262631687,0.0053969716008397395,Measles,-7.221697974188395e-05,Military,-0.1386135061083321,70.30334652124503
Fdi & Population,0.014762750923370538,0.004102095808323769,Fdi,0.060444331429405536,Population,-2.8410059195023217e-09,69.64347546400938
Military & Population,0.0019050114331233825,-0.003742360603971706,Population,-0.08388224547868284,Military,-4.22510656319431e-09,70.28307794501718
Measles & Population,0.01226992992803011,-0.015098368642312066,Population,-9.125295237014368e-05,Measles,5.147912069523102e-11,70.34352277238801
