,Training Score,Testing Score,Variable,Coefficent,Other Variable,Coefficent2,y intercept
Infant Deaths & Total Expenditure,0.0631094351301471,0.048372754627078796,Total Expenditure,-0.012710180151170184,Infant Deaths,0.553604085187147,67.18323245455028
Hepatitis B & Measles,0.05816242688221185,0.04181311124817822,Measles,0.08373743376673967,Hepatitis B,-3.475959125780537e-05,63.304660317898666
Military & Under-Five Deaths,0.05510707247663693,-0.00048752960920417365,Under-Five Deaths,-0.10238088040496209,Military,-0.012971454331586656,70.58898713706529
Measles & Under-Five Deaths,0.05419546840693378,0.022155176460976644,Under-Five Deaths,5.399725863261844e-05,Measles,-0.013033188799733919,70.51253750991151
Fdi & Under-Five Deaths,0.050388784803482745,0.06288811306408615,Fdi,0.03839579629103317,Under-Five Deaths,-0.011251347052954287,69.89072618698023
Fdi & Infant Deaths,0.047865901722518034,0.04735480409554982,Fdi,0.036364213272966794,Infant Deaths,-0.012085764648406692,70.05827448461496
Hepatitis B & Military,0.04701263845042736,0.058135077859663875,Hepatitis B,0.07583018987602541,Military,0.0809967068140207,63.60701692778338
Fdi & Total Expenditure,0.04425972847079729,0.0423375997449803,Fdi,0.03478207627264748,Total Expenditure,0.6738591313846034,65.48373126418903
Hepatitis B & Population,0.04393771259619239,0.07655720051830872,Population,0.07510965499363322,Hepatitis B,-9.218384580461735e-11,63.824857374544905
Population & Total Expenditure,0.04354590404238834,-0.0014948015749529642,Population,-2.7621985656549773e-09,Total Expenditure,0.8299339540018619,65.06410674111925
Military & Total Expenditure,0.03863933402102537,0.020219945632120262,Total Expenditure,-0.06952335143130298,Military,0.7743474481788917,65.25490340439835
Infant Deaths & Military,0.03482793178491195,0.02982983697674868,Infant Deaths,-0.016229163379002858,Military,-0.02517020660597436,70.32489164935116
Infant Deaths & Measles,0.03402337627829788,0.03810743860474319,Measles,-0.011694726574633527,Infant Deaths,7.884911845041154e-06,70.49867345436958
Measles & Total Expenditure,0.03381332436610185,0.043699341615229814,Total Expenditure,-3.077126913333469e-05,Measles,0.6951838748443006,65.87981096507427
Fdi & Measles,0.018613002416137725,0.018563159194229573,Fdi,0.03503894611826897,Measles,-8.282735664324465e-05,70.00541533056816
Fdi & Military,0.014734055085609099,0.0077406168006387555,Fdi,0.03760642609707039,Military,-0.19815203059130462,70.06428326011293
Fdi & Population,0.01439658873372829,0.014688961209020301,Fdi,0.041479994009455776,Population,-4.254138160949426e-09,69.60333421130993
Measles & Population,0.009135068754217324,0.000438501029947691,Population,-7.959139650538022e-05,Measles,-1.8573729550606294e-10,70.0183682441068
Measles & Military,0.008419332438158844,-0.0013980211414716948,Measles,-7.204242348229143e-05,Military,-0.042000899884773596,69.97278319111629
Military & Population,0.0032225185734995328,-0.00999394917039309,Population,-0.2793552175092823,Military,-3.8345446403841905e-09,70.33870288583721
