,Country,Year,Status,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling,current_amount,pocket_health_spend
341,botswana,2010,Developing,61.1,349.0,2,5.99,547.0386679,95.0,853,35.2,3,96.0,5.64,95.0,6.2,6346.15624,214866.0,8.0,7.8,0.669,12.3,167113035.0,8.11
342,botswana,2009,Developing,59.2,393.0,2,5.01,426.78556619999995,94.0,184,34.7,3,96.0,6.39,96.0,9.0,5185.729845000001,1979882.0,8.4,8.2,0.6609999999999999,12.2,322975262.0,7.08
343,botswana,2008,Developing,57.5,427.0,2,6.56,476.86258719999995,94.0,0,34.2,3,96.0,5.55,96.0,12.7,5623.379566,1946351.0,8.8,8.6,0.6459999999999999,12.1,374576578.0,7.09
344,botswana,2007,Developing,56.9,436.0,2,6.21,512.5887995,93.0,1,33.7,3,96.0,4.71,96.0,13.4,5714.47937,1914414.0,9.2,9.0,0.63,12.1,256106600.0,6.95
345,botswana,2006,Developing,54.8,491.0,2,6.45,76.31867911,93.0,6,33.2,3,96.0,4.93,96.0,14.4,5374.554867,1884238.0,9.6,9.4,0.61,11.9,62971480.0,7.99
346,botswana,2005,Developing,51.7,566.0,2,6.37,629.8425642999999,92.0,5,32.7,3,96.0,5.62,96.0,20.6,5351.253732,1855852.0,1.0,9.9,0.593,11.9,63653636.0,7.59
347,botswana,2004,Developing,48.1,652.0,2,4.9,469.5823898,91.0,1,32.2,4,96.0,5.56,96.0,28.4,4896.583835,182933.0,1.5,1.4,0.58,11.8,30780785.0,6.9
348,botswana,2003,Developing,46.4,693.0,2,5.51,299.3671252,9.0,59,31.6,4,96.0,4.65,96.0,31.9,4163.6596,184339.0,1.9,1.8,0.5670000000000001,11.8,30557505.0,9.3
349,botswana,2002,Developing,46.0,699.0,2,6.41,6.3300072,88.0,7,31.1,4,97.0,6.47,97.0,34.6,355.618382,1779953.0,11.4,11.3,0.5579999999999999,11.9,15784396.0,8.52
350,botswana,2001,Developing,46.7,679.0,2,5.48,306.9527349,87.0,1,3.5,4,97.0,5.73,97.0,37.2,3128.97793,1754935.0,11.8,11.8,0.56,11.8,5155305.0,10.2
351,botswana,2000,Developing,47.8,647.0,2,5.37,250.8916484,86.0,2672,29.9,4,97.0,4.64,97.0,38.8,3349.68823,172834.0,12.3,12.2,0.5589999999999999,11.7,903526.0,13.9
352,brazil,2015,Developing,75.0,142.0,42,,0.0,96.0,214,56.1,47,98.0,,96.0,0.1,8757.2622,2596218.0,2.7,2.6,0.754,15.2,35324265.0,
353,brazil,2014,Developing,74.8,144.0,44,7.32,83.16465362,96.0,876,55.3,49,96.0,8.32,93.0,0.1,1226.6173099999999,24213133.0,2.7,2.7,0.747,15.2,47003740.0,
354,brazil,2013,Developing,74.7,146.0,46,7.24,916.2708449999999,96.0,220,54.5,52,96.0,8.48,97.0,0.1,12216.9446,2248632.0,2.8,2.7,0.7340000000000001,14.2,59957548.0,
355,brazil,2012,Developing,74.5,148.0,49,7.55,843.1946259,96.0,2,53.6,54,96.0,8.26,95.0,0.1,12291.46685,256983.0,2.8,2.8,0.73,14.2,56396089.0,
356,brazil,2011,Developing,74.1,152.0,51,7.58,1084.999766,98.0,43,52.8,57,98.0,8.9,99.0,0.1,13167.472890000001,198686688.0,2.9,2.8,0.7240000000000001,14.0,86067913.0,
357,brazil,2010,Developing,73.8,154.0,54,7.52,1111.191325,96.0,68,52.0,61,99.0,8.27,99.0,0.1,11224.1548,196796269.0,2.9,2.9,0.716,13.8,67688892.0,
358,brazil,2009,Developing,73.6,157.0,57,7.33,564.5233902000001,99.0,0,51.1,64,99.0,8.65,99.0,0.1,8553.3847,194895996.0,3.0,2.9,0.7140000000000001,13.8,64917274.0,
359,brazil,2008,Developing,73.4,158.0,61,7.21,526.3780636,96.0,0,5.3,68,99.0,8.24,99.0,0.1,8787.61375,19297929.0,3.0,3.0,0.7040000000000001,13.3,65023854.0,
360,brazil,2007,Developing,73.3,159.0,65,7.19,394.93212989999995,99.0,0,49.4,73,99.0,8.28,99.0,0.1,7313.557962000001,19126637.0,3.1,3.0,0.7,13.5,45553335.0,
361,brazil,2006,Developing,73.0,161.0,70,7.1,30.30374691,99.0,57,48.6,79,99.0,8.36,99.0,0.1,586.145975,18912412.0,3.1,3.1,0.698,13.8,72057168.0,
362,brazil,2005,Developing,72.7,163.0,75,6.97,23.76370075,98.0,6,47.8,85,99.0,8.27,99.0,0.1,477.182746,186917361.0,3.2,3.1,0.6940000000000001,13.8,72955221.0,
363,brazil,2004,Developing,72.0,17.0,81,6.85,186.6090485,96.0,0,46.9,93,99.0,7.7,99.0,0.1,3623.4766700000005,184738458.0,3.2,3.2,0.695,14.0,48560964.0,
364,brazil,2003,Developing,71.8,172.0,88,6.95,15.85781237,97.0,2,46.1,100,99.0,6.94,99.0,0.1,359.587582,182482149.0,3.3,3.3,0.6990000000000001,14.8,76775741.0,
365,brazil,2002,Developing,71.4,176.0,95,7.0,140.98247659999998,92.0,1,45.3,109,99.0,7.13,99.0,0.1,2819.649531,1815121.0,3.3,3.3,0.6920000000000001,14.6,44080091.0,
366,brazil,2001,Developing,71.0,179.0,103,7.13,149.4802091,91.0,1,44.5,118,99.0,7.19,98.0,0.1,3146.95177,1777567.0,3.4,3.4,0.685,14.3,74001151.0,
367,brazil,2000,Developing,75.0,183.0,111,7.26,179.4777293,94.0,36,43.7,127,99.0,7.3,98.0,0.1,3739.11936,175287587.0,3.4,3.4,0.677,14.1,20862642.0,
368,bruneidarussalam,2015,Developing,77.7,78.0,0,,0.0,99.0,4,41.2,0,99.0,,99.0,0.1,3967.8951,,5.7,5.1,0.8640000000000001,14.9,,
369,bruneidarussalam,2014,Developing,77.6,8.0,0,0.01,269.1432784,99.0,1,4.2,0,99.0,2.65,99.0,0.1,4159.8652,,5.7,5.2,0.863,15.0,,
370,bruneidarussalam,2013,Developing,77.1,84.0,0,0.01,2845.3064440000003,98.0,0,39.2,0,99.0,2.61,99.0,0.1,44597.27968,,5.8,5.2,0.86,14.9,,
371,bruneidarussalam,2012,Developing,78.3,79.0,0,0.01,3192.6344129999998,99.0,1,38.2,0,99.0,2.3,99.0,0.1,47651.2599,,5.8,5.3,0.852,14.4,,
372,bruneidarussalam,2011,Developing,77.4,79.0,0,0.97,295.7730171,93.0,4,37.2,0,99.0,2.25,97.0,0.1,4717.273,,5.9,5.4,0.846,14.1,,
373,bruneidarussalam,2010,Developing,76.9,79.0,0,0.88,2218.364226,96.0,0,36.2,0,99.0,2.73,95.0,0.1,35268.1117,,5.9,5.4,0.845,14.2,,
374,bruneidarussalam,2009,Developing,76.8,88.0,0,0.25,1873.686852,96.0,2,35.2,0,99.0,2.85,99.0,0.1,27965.4754,,6.0,5.5,0.841,14.1,,
375,bruneidarussalam,2008,Developing,77.2,84.0,0,0.67,2538.9410329999996,96.0,3,34.2,0,97.0,2.23,98.0,0.1,37951.286,,6.1,5.6,0.84,14.2,,
376,bruneidarussalam,2007,Developing,76.0,1.0,0,0.85,2048.557422,97.0,0,33.2,0,95.0,2.32,99.0,0.1,32672.367169999998,,6.2,5.7,0.84,14.3,,
377,bruneidarussalam,2006,Developing,76.3,93.0,0,0.67,24.97532919,99.0,0,32.2,0,94.0,2.24,97.0,0.1,398.96692,,6.3,5.8,0.8370000000000001,14.3,,
378,bruneidarussalam,2005,Developing,76.2,92.0,0,0.16,179.7147814,99.0,9,31.2,0,93.0,2.62,94.0,0.1,2612.13345,,6.4,5.9,0.8340000000000001,14.1,,
379,bruneidarussalam,2004,Developing,76.4,89.0,0,0.11,1504.30004,99.0,16,3.1,0,92.0,3.1,92.0,0.1,21896.6527,,6.5,6.0,0.828,13.7,,
380,bruneidarussalam,2003,Developing,76.0,89.0,0,0.12,1406.51194,99.0,24,29.1,0,99.0,3.9,92.0,0.1,18555.56649,,6.6,6.1,0.823,13.4,,
381,bruneidarussalam,2002,Developing,74.8,95.0,0,0.13,941.7036867999999,99.0,0,28.0,0,99.0,3.4,94.0,0.1,16846.2198,,6.7,6.1,0.82,13.3,,
382,bruneidarussalam,2001,Developing,74.7,19.0,0,0.47,1078.66244,99.0,11,27.0,0,99.0,3.6,97.0,0.1,16468.12886,,6.8,6.2,0.8190000000000001,13.4,,
383,bruneidarussalam,2000,Developing,74.4,16.0,0,0.37,11.79686108,99.0,42,26.1,0,99.0,3.5,99.0,0.1,188.44826,,6.8,6.3,0.818,13.4,,
384,bulgaria,2015,Developed,74.5,137.0,0,,0.0,92.0,0,65.7,1,91.0,,91.0,0.1,6993.477359999999,7177991.0,1.9,1.8,0.792,15.0,20219911.0,
385,bulgaria,2014,Developed,74.3,138.0,1,12.03,153.1400362,95.0,0,65.1,1,88.0,8.44,88.0,0.1,7853.335190999999,7223938.0,1.9,1.9,0.787,14.8,40346343.0,
386,bulgaria,2013,Developed,74.1,14.0,1,12.06,149.65987900000002,95.0,14,64.5,1,95.0,7.93,95.0,0.1,7674.86559,7265115.0,1.9,1.9,0.7809999999999999,14.4,55592349.0,
387,bulgaria,2012,Developed,73.9,139.0,1,10.99,851.450672,95.0,1,63.9,1,95.0,7.11,95.0,0.1,7378.25539,735888.0,1.9,1.9,0.778,14.3,55159099.0,
388,bulgaria,2011,Developed,73.7,144.0,1,10.67,875.1495189,96.0,157,63.3,1,95.0,6.88,95.0,0.1,7813.83499,7348328.0,2.0,2.0,0.775,14.2,46111777.0,
389,bulgaria,2010,Developed,73.4,147.0,1,10.8,766.4454883999999,95.0,22004,62.7,1,94.0,7.24,94.0,0.1,6843.263289,7395599.0,2.0,2.0,0.77,13.9,43501500.0,
390,bulgaria,2009,Developed,73.2,152.0,1,10.93,661.5144334,96.0,2249,62.1,1,94.0,6.78,94.0,0.1,6955.987733,7444443.0,2.0,2.1,0.768,13.8,44486160.0,
391,bulgaria,2008,Developed,72.9,155.0,1,10.98,107.9826127,96.0,1,61.5,1,96.0,6.61,95.0,0.1,7296.122479000001,7492561.0,2.1,2.1,0.7609999999999999,13.8,66803425.0,
392,bulgaria,2007,Developed,72.6,157.0,1,10.89,591.5100977999999,95.0,1,6.9,1,95.0,6.41,95.0,0.1,5932.899677,7545338.0,2.1,2.2,0.755,13.5,68832620.0,
393,bulgaria,2006,Developed,72.2,161.0,1,10.39,508.63045880000004,96.0,1,6.3,1,96.0,6.67,95.0,0.1,4513.13628,76122.0,2.2,2.2,0.75,13.5,80896919.0,
394,bulgaria,2005,Developed,72.1,16.0,1,10.48,456.3404657,96.0,3,59.7,1,97.0,7.8,96.0,0.1,3893.6899799999997,7658972.0,2.2,2.3,0.745,13.5,89952547.0,
395,bulgaria,2004,Developed,72.2,157.0,1,10.96,384.1473028,94.0,0,59.1,1,94.0,7.9,95.0,0.1,3381.57837,771686.0,2.3,2.3,0.738,13.3,93903860.0,
396,bulgaria,2003,Developed,72.0,155.0,1,11.19,32.38616103,96.0,0,58.6,1,96.0,7.43,96.0,0.1,271.46824,7775327.0,2.3,2.4,0.7290000000000001,12.9,117735396.0,
397,bulgaria,2002,Developed,71.8,157.0,1,10.2,33.26778134,88.0,0,58.1,1,94.0,7.41,93.0,0.1,287.534843,7837161.0,2.4,2.4,0.723,12.9,108293764.0,
398,bulgaria,2001,Developed,71.6,16.0,1,10.72,25.06262895,93.0,8,57.5,1,94.0,7.23,94.0,0.1,1764.97387,89142.0,2.4,2.5,0.713,12.9,109170525.0,
399,bulgaria,2000,Developed,71.1,163.0,1,9.69,15.2357274,94.0,46,57.0,1,94.0,6.7,93.0,0.1,169.28586,817172.0,2.5,2.5,0.7090000000000001,12.9,48806456.0,
400,burkinafaso,2015,Developing,59.9,26.0,38,,0.0,91.0,99,19.4,61,91.0,,91.0,0.6,615.592225,1811624.0,8.0,7.5,0.39899999999999997,7.7,113832235.0,
401,burkinafaso,2014,Developing,59.3,268.0,39,0.01,8.386339501,91.0,343,18.8,63,91.0,4.96,91.0,0.6,75.1464113,17585977.0,8.2,7.7,0.39799999999999996,7.7,293802907.0,
402,burkinafaso,2013,Developing,59.0,27.0,40,4.64,88.97040214,88.0,375,18.2,66,89.0,5.91,88.0,0.7,699.452847,1772723.0,8.4,7.9,0.392,7.5,249366777.0,
403,burkinafaso,2012,Developing,58.6,271.0,41,4.75,78.76987363,9.0,7362,17.7,68,9.0,5.33,9.0,0.8,673.8227,16571216.0,8.6,8.1,0.384,7.2,171860157.0,
404,burkinafaso,2011,Developing,58.1,275.0,42,4.51,85.55592906,91.0,860,17.1,71,9.0,5.17,91.0,0.9,666.842783,168194.0,8.8,8.4,0.377,6.7,93281948.0,
405,burkinafaso,2010,Developing,57.5,279.0,43,4.55,90.46018236,91.0,2511,16.6,74,9.0,7.17,91.0,1.0,575.4464527000001,1565217.0,9.0,8.6,0.365,6.3,85342546.0,36.2
406,burkinafaso,2009,Developing,56.9,283.0,44,4.55,81.14304705,92.0,54118,16.1,77,91.0,7.41,92.0,1.1,552.7455521,1514199.0,9.3,8.8,0.35600000000000004,5.9,555107701.0,37.1
407,burkinafaso,2008,Developing,56.1,288.0,45,4.5,107.79883390000002,93.0,395,15.6,80,92.0,6.77,93.0,1.5,569.7612784,14689726.0,9.5,9.1,0.345,5.4,71322541.0,38.1
408,burkinafaso,2007,Developing,55.3,293.0,46,4.58,73.92730583,89.0,12,15.1,83,93.0,6.63,89.0,1.7,475.11122,1425221.0,9.8,9.3,0.33399999999999996,4.9,49117944.0,37.2
409,burkinafaso,2006,Developing,54.3,32.0,47,4.73,64.24025208,76.0,125,14.6,86,94.0,6.58,86.0,2.0,422.6332374,13829177.0,1.0,9.6,0.325,4.7,40928531.0,39.4
410,burkinafaso,2005,Developing,53.3,313.0,48,4.88,8.769989329,,253,14.2,89,94.0,6.87,82.0,2.3,46.998871,1342193.0,1.3,9.8,0.0,4.3,41161858.0,38.1
411,burkinafaso,2004,Developing,52.4,323.0,49,4.54,56.96108089,,77,13.7,91,83.0,6.45,79.0,2.5,371.323865,133569.0,1.5,1.1,0.0,3.9,34817513.0,44.1
412,burkinafaso,2003,Developing,51.6,332.0,49,4.58,41.60951275,,2946,13.3,92,83.0,5.61,79.0,2.9,332.34435099999996,12654621.0,1.7,1.3,0.0,3.8,27957473.0,49.4
413,burkinafaso,2002,Developing,51.0,338.0,49,4.53,3.1955668310000003,,1744,12.9,93,69.0,5.26,69.0,3.2,26.7635413,122931.0,11.0,1.6,0.0,3.6,28860531.0,52.9
414,burkinafaso,2001,Developing,56.0,344.0,48,4.56,23.101689899999997,,4174,12.5,93,62.0,4.85,62.0,3.6,235.4912324,11944587.0,11.2,1.8,0.0,3.5,29093681.0,59.1
415,burkinafaso,2000,Developing,51.0,348.0,48,3.71,19.83929597,,6074,12.2,92,45.0,5.6,45.0,4.0,226.47598140000002,1167942.0,11.4,11.1,0.0,3.4,18126568.0,57.0
416,burundi,2015,Developing,59.6,288.0,21,,0.0,94.0,9,18.7,31,94.0,,94.0,0.7,33.681222999999996,119927.0,7.3,7.2,0.406,10.6,98667443.0,
417,burundi,2014,Developing,59.1,297.0,22,0.01,41.25159038,95.0,0,18.2,32,95.0,7.54,95.0,0.7,312.7489794,989179.0,7.4,7.3,0.40399999999999997,10.6,73040321.0,
418,burundi,2013,Developing,58.6,33.0,22,0.01,40.15128458,96.0,0,17.6,32,96.0,8.3,96.0,1.0,282.75552519999997,96186.0,7.4,7.4,0.39799999999999996,10.5,100024742.0,
419,burundi,2012,Developing,58.0,312.0,22,0.01,38.73170505,96.0,49,17.1,33,96.0,8.21,96.0,1.2,265.285651,931971.0,7.5,7.5,0.39299999999999996,10.3,117664105.0,
420,burundi,2011,Developing,57.4,321.0,22,4.16,3.595980333,96.0,129,16.6,33,95.0,8.58,96.0,1.5,26.479972999999998,94358.0,7.6,7.6,0.385,9.9,138566024.0,
421,burundi,2010,Developing,56.8,33.0,23,4.16,31.14187566,96.0,495,16.1,34,94.0,8.82,96.0,1.9,231.1943256,876693.0,7.7,7.7,0.361,9.3,94022064.0,37.9
422,burundi,2009,Developing,56.2,338.0,23,4.05,2.030494673,94.0,305,15.7,34,96.0,6.96,94.0,2.4,24.944651999999998,848931.0,7.8,7.8,0.336,8.6,105234653.0,39.3
423,burundi,2008,Developing,55.3,35.0,23,4.33,15.99415192,92.0,173,15.2,35,89.0,7.86,92.0,2.9,196.24726280000002,8212264.0,7.9,7.9,0.319,7.9,60167050.0,38.4
424,burundi,2007,Developing,54.8,355.0,24,4.54,1.72659515,99.0,43,14.8,36,93.0,1.3,99.0,3.4,17.79995,7939573.0,8.0,8.0,0.309,7.2,61965162.0,37.7
425,burundi,2006,Developing,54.1,361.0,24,4.5,21.24915339,92.0,784,14.5,36,88.0,11.49,92.0,3.8,165.8794176,7675338.0,8.1,8.2,0.29,5.9,113507434.0,39.0
426,burundi,2005,Developing,53.4,369.0,24,5.54,1.7474409480000002,87.0,0,14.1,37,82.0,9.84,87.0,4.3,15.57434,7423289.0,8.2,8.3,0.28600000000000003,5.6,106283319.0,40.2
427,burundi,2004,Developing,52.6,378.0,24,5.72,11.22655347,83.0,2,13.8,38,76.0,7.1,83.0,4.8,127.4296648,7182451.0,8.4,8.4,0.27899999999999997,5.2,91602865.0,41.9
428,burundi,2003,Developing,51.9,387.0,24,5.84,6.545263633999999,,224,13.5,38,75.0,5.25,82.0,5.1,112.849373,6953113.0,8.5,8.5,0.276,4.7,95222286.0,53.3
429,burundi,2002,Developing,51.5,387.0,24,5.98,9.660010196,,1016,13.3,39,74.0,5.15,81.0,5.2,122.4335893,6741569.0,8.7,8.7,0.268,4.4,36393083.0,51.3
430,burundi,2001,Developing,51.3,385.0,25,6.09,10.61917585,,0,13.0,40,72.0,4.96,81.0,5.3,133.7427689,6555829.0,8.8,8.8,0.268,4.5,54101801.0,48.0
431,burundi,2000,Developing,58.0,386.0,25,6.61,9.696689164,,18363,12.8,41,71.0,4.98,8.0,5.2,135.9984455,6476.0,9.0,8.9,0.268,4.5,7351971.0,50.4
432,côted'ivoire,2015,Developing,53.3,397.0,57,,0.0,83.0,65,28.0,79,81.0,,83.0,1.9,,,5.5,5.5,,,,
433,côted'ivoire,2014,Developing,52.8,47.0,58,0.01,0.0,76.0,50,27.4,80,76.0,5.72,76.0,2.0,,,5.6,5.6,,,,
434,côted'ivoire,2013,Developing,52.3,412.0,59,3.15,0.0,8.0,48,26.8,81,79.0,5.81,8.0,2.4,,,5.8,5.7,,,,
435,côted'ivoire,2012,Developing,52.0,415.0,59,3.24,0.0,82.0,137,26.2,82,83.0,6.14,82.0,2.9,,,5.9,5.9,,,,
436,côted'ivoire,2011,Developing,51.7,419.0,60,3.13,0.0,62.0,628,25.6,83,58.0,6.42,62.0,3.3,,,6.1,6.0,,,,
437,côted'ivoire,2010,Developing,51.5,417.0,60,3.15,0.0,85.0,441,25.0,84,81.0,6.32,85.0,3.3,,,6.3,6.2,,,,
438,côted'ivoire,2009,Developing,51.0,426.0,60,2.92,0.0,81.0,183,24.4,84,77.0,6.41,81.0,3.7,,,6.5,6.4,,,,
439,côted'ivoire,2008,Developing,54.0,437.0,60,2.69,0.0,74.0,12,23.8,85,58.0,6.21,74.0,4.1,,,6.6,6.6,,,,
440,côted'ivoire,2007,Developing,49.9,443.0,61,2.58,0.0,76.0,5,23.2,87,75.0,6.35,76.0,5.3,,,6.8,6.7,,,,
441,côted'ivoire,2006,Developing,49.4,452.0,62,2.65,0.0,77.0,11,22.6,89,76.0,5.87,77.0,5.8,,,7.0,6.9,,,,
442,côted'ivoire,2005,Developing,48.7,466.0,63,3.11,0.0,76.0,115,22.1,90,87.0,5.39,76.0,6.1,,,7.2,7.1,,,,
443,côted'ivoire,2004,Developing,48.2,472.0,64,3.08,0.0,67.0,3466,21.5,91,76.0,5.24,67.0,6.5,,,7.3,7.3,,,,
444,côted'ivoire,2003,Developing,48.0,473.0,64,3.12,0.0,63.0,4770,2.9,92,68.0,4.65,61.0,6.7,,,7.5,7.5,,,,
445,côted'ivoire,2002,Developing,47.7,473.0,65,3.13,0.0,48.0,5882,2.4,93,7.0,4.47,64.0,6.9,,,7.7,7.7,,,,
446,côted'ivoire,2001,Developing,47.8,467.0,65,3.15,0.0,1.0,5790,19.9,94,7.0,4.85,66.0,7.0,,,7.9,7.9,,,,
447,côted'ivoire,2000,Developing,47.9,461.0,67,3.45,0.0,,5729,19.4,95,66.0,6.0,65.0,7.1,,,8.1,8.1,,,,
448,caboverde,2015,Developing,73.3,114.0,0,,0.0,96.0,0,31.3,0,93.0,,93.0,0.2,2954.119467,532913.0,6.6,6.6,0.6459999999999999,13.5,16653981.0,
449,caboverde,2014,Developing,73.0,117.0,0,0.01,414.0242418,97.0,0,3.5,0,95.0,4.76,95.0,0.2,3529.6184299999995,526437.0,6.8,6.7,0.643,13.5,10447441.0,
450,caboverde,2013,Developing,72.8,12.0,0,0.01,325.6298627,94.0,0,29.7,0,93.0,4.29,93.0,0.2,3558.796314,5216.0,6.9,6.9,0.643,13.6,71160073.0,
451,caboverde,2012,Developing,72.7,121.0,0,0.01,33.55888998,94.0,0,29.0,0,94.0,4.61,94.0,0.3,348.48276200000004,513979.0,7.1,7.1,0.636,13.2,15577929.0,
452,caboverde,2011,Developing,72.6,122.0,0,5.07,4.409153436,9.0,0,28.2,0,9.0,4.6,9.0,0.3,367.42945299999997,5867.0,7.3,7.2,0.632,13.1,31576529.0,
453,caboverde,2010,Developing,72.5,123.0,0,4.75,286.89073030000003,98.0,0,27.5,0,99.0,4.83,99.0,0.4,3312.825985,52384.0,7.4,7.4,0.627,12.7,37808128.0,
454,caboverde,2009,Developing,72.4,124.0,0,4.45,339.97773639999997,98.0,0,26.8,0,99.0,4.24,99.0,0.4,3444.5566,496963.0,7.6,7.6,0.621,12.4,43105386.0,
455,caboverde,2008,Developing,72.4,124.0,0,4.16,360.6208825,98.0,0,26.2,0,99.0,3.96,99.0,0.4,3638.95946,491723.0,7.8,7.8,0.615,12.2,20254618.0,
456,caboverde,2007,Developing,72.3,126.0,0,5.28,345.46371400000004,96.0,0,25.5,0,98.0,4.3,98.0,0.6,3112.2857120000003,486438.0,8.1,8.0,0.602,11.9,13712994.0,
457,caboverde,2006,Developing,72.1,129.0,0,4.25,26.45133197,95.0,0,24.9,0,97.0,5.11,96.0,0.6,234.28992000000002,48795.0,8.3,8.3,0.596,11.9,132946828.0,
458,caboverde,2005,Developing,71.8,134.0,0,4.26,3.349816965,93.0,0,24.3,0,95.0,4.86,95.0,0.8,248.13459,474567.0,8.5,8.5,0.5820000000000001,11.2,14189164.0,
459,caboverde,2004,Developing,71.4,14.0,0,4.19,240.139715,91.0,0,23.7,0,94.0,5.6,93.0,0.8,1976.4585600000003,467664.0,8.7,8.7,0.574,11.1,13962012.0,
460,caboverde,2003,Developing,71.1,144.0,0,4.16,209.0865,66.0,0,23.2,0,93.0,5.0,92.0,0.9,1768.92132,46147.0,8.9,8.9,0.5720000000000001,11.3,11805015.0,
461,caboverde,2002,Developing,77.0,148.0,0,3.82,155.2072669,4.0,0,22.6,0,92.0,5.17,91.0,0.8,1373.5156359999999,45216.0,9.2,9.1,0.569,11.3,11640764.0,
462,caboverde,2001,Developing,73.0,152.0,0,3.81,150.7434862,,0,22.1,0,91.0,5.19,9.0,0.8,1268.884564,443716.0,9.4,9.3,0.562,11.0,10392441.0,
463,caboverde,2000,Developing,69.9,155.0,0,3.49,122.5744699,,2,21.5,0,9.0,4.81,9.0,0.8,1239.3778550000002,43579.0,9.6,9.5,0.0,11.3,5890967.0,
464,cambodia,2015,Developing,68.7,174.0,10,,0.0,89.0,0,19.6,12,87.0,,89.0,0.2,1163.18977,15517635.0,1.9,1.9,0.5579999999999999,10.9,177639693.0,
465,cambodia,2014,Developing,68.3,179.0,11,0.01,12.17952064,88.0,0,18.9,12,87.0,5.68,88.0,0.2,198.68712299999999,152779.0,1.9,11.0,0.5529999999999999,10.9,219986631.0,
466,cambodia,2013,Developing,67.8,183.0,11,0.01,8.758214537999999,83.0,0,18.2,13,66.0,5.93,83.0,0.2,128.419568,1522692.0,11.0,11.1,0.546,10.8,208588955.0,
467,cambodia,2012,Developing,67.4,186.0,12,0.01,6.914723982999999,86.0,15,17.6,14,84.0,6.24,86.0,0.3,95.244132,14776866.0,11.0,11.2,0.54,10.7,206047552.0,
468,cambodia,2011,Developing,67.0,19.0,13,2.12,60.18591771,88.0,722,17.0,15,87.0,5.64,88.0,0.3,882.491462,14537886.0,11.0,11.2,0.5329999999999999,10.7,137164745.0,
469,cambodia,2010,Developing,66.6,192.0,14,2.2,56.88416481,89.0,1156,16.4,16,88.0,5.95,89.0,0.5,785.6928841,143874.0,11.0,11.3,0.519,10.6,165539662.0,40.4
470,cambodia,2009,Developing,66.1,195.0,15,2.13,48.35423978,92.0,4779,15.9,17,95.0,6.36,94.0,0.6,738.2326684,14928.0,11.1,11.4,0.52,10.5,166431855.0,42.3
471,cambodia,2008,Developing,65.6,199.0,16,2.24,53.10009046,91.0,4211,15.3,18,91.0,5.55,91.0,0.7,745.7877873,138859.0,11.2,11.4,0.511,10.5,144055663.0,46.7
472,cambodia,2007,Developing,65.0,24.0,16,2.08,57.73516711,82.0,394,14.8,20,82.0,3.75,82.0,0.9,631.675789,13676693.0,11.3,11.5,0.495,10.3,158129385.0,47.4
473,cambodia,2006,Developing,64.1,216.0,17,2.03,51.50447119,8.0,188,14.3,21,8.0,4.48,8.0,1.1,539.8791529,13474489.0,11.4,11.6,0.483,10.1,136782704.0,54.2
474,cambodia,2005,Developing,62.9,234.0,18,1.99,62.21817261,,264,13.9,22,82.0,5.84,82.0,1.4,474.2238766,132721.0,11.5,11.6,0.47,10.0,113742887.0,56.3
475,cambodia,2004,Developing,61.5,253.0,19,1.38,8.38611924,,352,13.5,24,86.0,6.43,85.0,1.7,48.615184,1363377.0,11.6,11.7,0.45799999999999996,9.7,123583959.0,50.6
476,cambodia,2003,Developing,63.0,268.0,21,1.44,55.59543946,,653,13.1,26,69.0,6.74,69.0,1.9,362.4213785,12853124.0,11.6,11.7,0.445,9.3,105322207.0,51.6
477,cambodia,2002,Developing,59.3,273.0,23,1.43,30.91060554,,1361,12.8,29,54.0,5.95,54.0,2.1,339.676984,12634729.0,11.6,11.8,0.42700000000000005,8.2,82443992.0,58.9
478,cambodia,2001,Developing,58.5,273.0,25,1.71,27.68971051,,3761,12.4,33,59.0,5.7,6.0,2.2,321.22634,1242473.0,11.6,11.8,0.41200000000000003,7.6,78201174.0,61.7
479,cambodia,2000,Developing,57.7,274.0,27,1.51,0.328418056,,12237,12.1,36,62.0,5.87,59.0,2.1,3.685949,12152354.0,11.6,11.9,0.401,7.2,27470080.0,71.2
480,cameroon,2015,Developing,57.3,357.0,45,,0.0,84.0,1809,29.0,68,83.0,,84.0,3.5,1244.429421,22834522.0,5.6,5.5,0.514,10.4,226593806.0,
481,cameroon,2014,Developing,56.7,366.0,47,0.01,61.39263642,87.0,831,28.4,71,86.0,4.1,87.0,3.7,1441.1417,2223994.0,5.7,5.7,0.507,10.4,107516905.0,
482,cameroon,2013,Developing,56.4,364.0,48,0.01,63.07890158,89.0,760,27.8,73,88.0,4.29,89.0,4.0,1365.34419,21655715.0,5.8,5.8,0.501,10.4,61909487.0,
483,cameroon,2012,Developing,55.9,369.0,50,0.01,68.55839112,85.0,609,27.2,76,85.0,4.34,85.0,4.6,1255.648189,2182383.0,5.9,5.9,0.496,10.4,62083567.0,
484,cameroon,2011,Developing,55.6,371.0,51,6.19,83.18071241,82.0,504,26.6,79,8.0,3.96,82.0,4.9,1295.6497259999999,252447.0,6.0,6.0,0.486,10.0,37467845.0,
